,qid,dob,dod,name,text
8506,Q98421,1928.0,2003.0,Reinhart Behr,"miniatur|rechts|Reinhart Behr - 1978

Reinhart Behr (* 4. Oktober 1928 in Hamburg; † 15. Dezember 2003 in Ulbølle, Dänemark) war ein deutscher Lehrer, Mathematiker, Physiker, Politiker und Autor.

 Le"
8508,Q98437,1930.0,,Rolf Eden,"mini|Rolf Eden 2010
Rolf Shimon Eden (* 6. Februar 1930 in Berlin als Rolf Sigmund SostheimRolf Eden ist der Größte: Frankfurter Allgemeine Zeitung vom 22. September 2012.) ist ein deutscher Geschäfts"
8570,Q98730,1927.0,2013.0,Claus Jacobi,"Claus Jacobi (4 January 1927 – 17 August 2013) was the editor of the German news magazine Der Spiegel from 1962-1968. He was arrested during the Spiegel scandal.

Jacobi was born and died in Hamburg. "
8607,Q98914,1929.0,,Dieter G. Eberl,"Dieter G. Eberl (* als Dieter Gerhard Eberl am 15. August 1929 in Detmold) ist ein deutscher Schriftsteller und Autor.

Leben
Dieter G. Eberl besuchte von 1936 bis 1948 Schulen in Essen und in Österre"
8645,Q99095,1929.0,,Karli Coburger,"Karli Coburger (* 4. Oktober 1929 in Neuhaus-Schierschnitz) war von 1984 bis 1989 Leiter der für Observation, Ermittlung und Festnahmen verantwortlichen Hauptabteilung VIII des Ministeriums für Staats"
8774,Q99710,1926.0,,David Hurst,"David Hurst (born Heinrich Theodor Hirsch on 6 May 1926) is a British-German actor. He is best known for Hello, Dolly as Rudolph the headwaiter.

Biography

Early life and career
Hurst grew up in a fa"
8816,Q99885,1928.0,,Rudolph Chimelli,"Rudolph Maximilian Chimelli (born 1928 in Munich) is a German journalist and writer.

Chimelli studied first law and economy. In 1968, he went to Beirut, from where he contributed to several newspaper"
8819,Q99892,1927.0,1981.0,Rolf Wütherich," (August 5, 1927 – July 22, 1981) Rolf Wütherich was born in Heilbronn, Germany on August 5, 1927. In 1950, the former Luftwaffe glider pilot, paratrooper, and aircraft mechanic joined Mercedes-Benz a"
8839,Q100220,1930.0,,Susan Cummings (actress),"Susan Cummings (born Susanne Gerda Tafel; 10 July 1930, Bavaria, Germany) is a German-American actress of the 1950s and 1960s who appeared in several television shows and films. From 1958-59, she port"
8892,Q100464,1930.0,2011.0,Ronny (Schlagersänger),"Ronny, bürgerlich Wolfgang Roloff, (* 10. März 1930 in Bremen; † 18. August 2011 in Bremen) war ein deutscher Schlagersänger, Komponist und Produzent. Seine größten Erfolge hatte er in den 1960er-Jahr"
8924,Q100572,1926.0,2006.0,Ernst Grabbe,"Ernst Grabbe (* 26. Februar 1926 in Hamburg; † 8. Februar 2006 ebenda) war ein deutscher Theater- und Fernsehschauspieler.

 Biografie 
Der gebürtige Hamburger wuchs in seiner Heimatstadt auf. Nach de"
9003,Q100996,1928.0,1997.0,Ernst Behler,"Ernst Behler (born April 9, 1928 in Essen; died September 16, 1997 in Seattle) was a German philosopher. In 1976 he was Chairman of the Department of Comparative Literature at the University of Washin"
9026,Q101124,1927.0,1981.0,Günther Siegmund,"Günther Siegmund (* 16. Mai 1927 in Hamburg; † 20. Mai 1981 am Gardasee) war ein niederdeutscher Schriftsteller, Schauspieler und Theaterregisseur. Von 1970 bis 1979 war er Intendant des Ohnsorg-Theat"
9039,Q101201,1927.0,2012.0,Fritz Theilen,"Fritz Theilen  (27 September 1927 – 18 April 2012)   was a German member of the anti-Nazi resistance group the Edelweißpiraten during World War II. Born to working-class parents, he joined the Deutsch"
9088,Q101408,1930.0,2007.0,Klaus Vogel,"Klaus Vogel (1930-2007), born in Hamburg, Germany, was widely recognized as an academic expert on the aspects of international taxation, particularly on tax treaties. He is regarded as having been an "
9112,Q101556,1929.0,2010.0,Eberhard Wächtler,"Eberhard Wächtler (10 May 1929 – 22 September 2010) was a German economic historian. He was particularly notable for research in coal and steel sciences in postwar Germany.William Ray Woodward, Robert"
9135,Q101715,1933.0,2012.0,Jesco von Puttkamer,"Jesco Hans Heinrich Max Freiherr von Puttkamer (September 22, 1933 – December 27, 2012) was a German-American aerospace engineer and senior NASA manager from Leipzig.  

He belonged to a widely extend"
9139,Q101728,1930.0,,Michael Rossmann,"Michael G. Rossmann (born 1930) is a German-American physicist, microbiologist, and Hanley Distinguished Professor of Biological Sciences at Purdue University who led a team of researchers to be the f"
9191,Q101981,1928.0,1988.0,Adolf Bieringer," Adolf Bieringer  (1928–1988) was a German politician, representative of the German Christian Democratic Union.

In March 1945 Bieringer was Luftwaffenhelfer in Rastatt.
After he finished Abitur in 19"
9198,Q102012,1927.0,,Wolfgang Schreyer,"[[File:Bundesarchiv Bild 183-37039-0004, Verleihung des Heinrich-Mann-Preis an Franz Fühmann.jpg|thumb|Wolfgang Schreyer, Franz Fühmann and Rudolf Fischer.]]
Wolfgang Schreyer (born 20 November 1927 i"
9282,Q102501,1932.0,1992.0,Felix Rexhausen,"Felix Rexhausen (31 December 1932 – 6 February 1992) was a German journalist, editor and author.

As a journalist, he wrote for Kölner Stadt-Anzeiger, Westdeutscher Rundfunk, and the magazines Die Zei"
9306,Q102650,1926.0,,Gisela Wessel,"Gisela Wessel (* 1926 in Hamburg) ist eine deutsche Schauspielerin.

 Leben 
Gisela Wessel absolvierte eine Schauspielausbildung bei Ida Ehre und Eva Fiebig. Nach einigen Jahren als Schauspielerin in "
9319,Q102712,1929.0,2012.0,Harriet Gessner,"Harriet Gessner (* 5. Juni 1929 in Köln; † 4. März 2012 in Pöcking bei München)SZ-gedenken.de (Trauerportal der Süddeutschen Zeitung) vom 7. März 2012 war eine  deutsche Schauspielerin.

 Karriere 
Ha"
9355,Q102928,1934.0,,Ekkehart Krippendorff,"thumb|Ekkehart Krippendorff

Ekkehart Krippendorff (* 22. März 1934 in Eisenach) ist ein deutscher Politikwissenschaftler und emeritierter Professor am John-F.-Kennedy-Institut für Nordamerikastudien "
9405,Q103200,1927.0,2010.0,Wolfgang Walter (Mathematiker),"Wolfgang Walter (* 2. Mai 1927 in Schwäbisch Gmünd; † 26. Juni 2010 in Karlsruhe) war ein deutscher Mathematiker.

 Leben und Wirken 

Wolfgang Walter studierte in Tübingen mit dem Abschluss des Dr. r"
9503,Q103783,1929.0,,Knut Bleicher,"Knut Bleicher (* 22. April 1929 in Berlin) ist ein deutscher Wirtschaftswissenschaftler.

Knut Bleicher studierte Betriebswirtschaftslehre an der FU Berlin von 1949 bis 1952, danach war er Assistent u"
9535,Q103973,1934.0,,Roland Gräf,"Roland Gräf (born 13 October 1934) is a German cinematographer, film director and screenwriter. His 1986 film The House on the River was entered into the 36th Berlin International Film Festival. Three"
9712,Q104895,1929.0,2014.0,Herbert Vorgrimler,"Herbert Vorgrimler (4 January 1929 – 12 September 2014) was a Catholic theologian and author who has written 33 books published in English, most of them translated from his over 90 books in German.Wor"
9722,Q104936,1930.0,,Heinrich Reiter,"Heinrich Reiter (* 27. August 1930 in Freising) ist ein deutscher Jurist.

Reiter begann seine berufliche Karriere in der bayerischen Sozialverwaltung und am Sozialgericht München. Von 1965 bis 1984 w"
9806,Q105335,1929.0,1998.0,"Joachim, Count of Schönburg-Glauchau","Joachim, Count von Schönburg-Glauchau (4 February 1929 in Glauchau, Saxony – 29 September 1998 in Passau, Bavaria) was the head of the mediatised House of Schönburg. Dispossessed and expelled from his"
9810,Q105351,1926.0,,Ernst Träger,"right|thumb
 Ernst Träger  (born January 29, 1926) is a German judge. He was a judge in the Federal Constitutional Court of Germany between 1977 and 1989.

References

External links
Page at the Feder"
9977,Q106213,1927.0,,Alfred Neven DuMont,"mini|Alfred Neven DuMont, 2012

Alfred Neven DuMont (* 29. März 1927 in Köln) ist ein deutscher Verleger.

 Biografie 
Neven DuMont ist der Sohn des Zeitungsverlegers Kurt Neven DuMont und seiner Ehef"
10019,Q106421,1928.0,1984.0,Hannes Flesner,"Hans ""Hannes"" Flesner (* 8. Dezember 1928 in Rahester Moor bei Aurich; † 12. Juli 1984 in Leezdorf) war ein deutscher Musik-Journalist, Liedtexter und bekannter ostfriesischer Liedermacher.

 Leben 

"
10105,Q106765,1927.0,,Siegfried Schnabl,"Siegfried Schnabl (born 27 February 1927 in Limbach, Sachsen) is a German sexologist and psychotherapist who contributed to the work of sex education in East Germany and other nations.

Works
 Untersu"
10129,Q106888,1928.0,2000.0,Rolf Heyne,"Rolf Heyne (* 2. Mai 1928 in Berlin; † 8. Dezember 2000 in München) war ein deutscher Verleger.

Rolf Heyne war der Sohn des Verlegers Wilhelm Heyne und machte aus dem von seinem Vater gegründeten Wil"
10141,Q106941,1926.0,1998.0,Gerhard Jung,"[[File:Feldberger Dichterwegli Station 12.jpg|thumb|Gedicht von Jung auf dem Feldberger Dichterwegli ]]
Gerhard Jung (* 10. August 1926 in Zell im Wiesental; † 25. April 1998 in Lörrach) war deutscher"
10203,Q107239,1931.0,2013.0,Peter Huttenlocher,Peter Huttenlocher (23 February 1931 – 15 August 2013) was a pediatric neurologist and neuroscientist who discovered how the brain develops in children. He is considered to be one of the fathers of de
10280,Q107665,1926.0,1962.0,Rudi Arnstadt,"Rudi Arnstadt (September 3, 1926 – August 14, 1962) was an East German border guard who was shot and killed while serving as a captain of the border troops of the former East Germany. He was shot by H"
10299,Q107752,1930.0,,Theo Sommer,"Theo Sommer (born 10 June 1930) is a German newspaper editor and intellectual. He has been at Die Zeit since 1958, rising to Editor-in-Chief and Publisher. He is considered one of Germany's foremost a"
10300,Q107753,1930.0,,Horst Sachtleben,"Horst Sachtleben (born September 24, 1930 in Berlin, Germany) is a German television actor and director.

After studying theory of drama, Germanic philology and history of art in Berlin he concentrate"
10334,Q107888,1929.0,,Wigand Siebel,"Wigand Siebel (born 4 January 1929 in Freudenberg, Westphalia) is a German sociologist.

 Scientific career 

After his graduation, Siebel worked for the Social Research Center of Dortmund.  In 1964, "
10417,Q108262,1926.0,2009.0,Manfred R. Schroeder,"thumb|Manfred Schroeder (1993)
Manfred Robert Schroeder (12 July 1926 – 28 December 2009) was a German physicist, most known for his contributions to acoustics and computer graphics. He wrote three bo"
10450,Q108430,1928.0,2006.0,Bernhard Graefrath,"Bernhard Graefrath (* 12. Februar 1928 in Berlin; † 3. Januar 2006 in Michaelsdorf) war ein deutscher Jurist, der in der Deutschen Demokratischen Republik (DDR) zu den führenden Rechtswissenschaftlern"
10561,Q109017,1927.0,,Gerhard Dünnhaupt,"Gerhard Dünnhaupt, FRSC (born August 15, 1927 in Bernburg (Saale)) is a German bibliographer, literary historian, emeritus professor of the University of Michigan, an honorary life member of the Moder"
10571,Q109074,1929.0,2010.0,Thomas Harlan,"Thomas Christoph Harlan (19 February 1929 – 16 October 2010) was a German author and director of French-language films.

Life and Work

Harlan was the son of the director Veit Harlan and the actress H"
10582,Q109123,1929.0,,Fritz Hollenbeck,"Fritz Hollenbeck (* 23. Oktober 1929 in Lübz) ist ein deutscher Schauspieler.

 Leben 
Seine schauspielerische Laufbahn begann Hollenbeck am Mecklenburgischen Staatstheater in Schwerin. 1956 erhielt e"
10585,Q109143,1928.0,1996.0,Christa Wehling,"Christa Wehling (* 6. März 1928 in Elmshorn, Schleswig-Holstein; † 17. März 1996 ebenda) war eine deutsche Volksschauspielerin.

 Leben 
Christa Wehling gehörte ab 1954 über Jahrzehnte zum Ensemble de"
10590,Q109175,1928.0,1992.0,Joachim Herrmann (SED),"miniatur|rechts|Joachim Herrmann, 1988
[[Datei:Bundesarchiv Bild 183-1989-0115-011, Berlin-Friedrichsfelde, Gedenkstätte.jpg|miniatur|v.l.n.r. Willi Stoph, Joachim Herrmann (Redner), Erich Honecker, E"
10598,Q109221,1930.0,2008.0,Manfred Abelein,"Manfred Abelein (20 October 1930, Stuttgart, Württemberg - 17 January 2008) was a German politician. He was a representative of the German Christian Democratic Union.

 Education and Work 

Abelein gr"
10604,Q109250,1928.0,1985.0,Walter Rudi Wand,"right|300px
Walter Rudi Wand (September 7, 1928 – June 29, 1985) was a German judge and bureaucrat. He was a judge in the Federal Constitutional Court of Germany.

References

Category:German judges
C"
10730,Q109854,1928.0,2011.0,Albrecht Dold,"Albrecht Dold (August 5, 1928, Triberg, Germany – September 26, 2011) was a German mathematician specializing in algebraic topology who proved the Dold–Thom theorem, the Dold–Kan theorem, and introduc"
10868,Q110647,1927.0,2007.0,Egon Monk,"Egon Monk (May 18, 1927 – February 28, 2007) was a German actor, director and author.Bookfinder - Egon Monk books

Biography
Monk was born in Berlin, Germany and grew up in Berlin-Wedding. He served i"
10879,Q110716,1928.0,,Ingeborg Reichelt,"Ingeborg Reichelt (born 11 May 1928 in Frankfurt an der Oder) is a German soprano singer. She is known for singing works of Johann Sebastian Bach.

 Biography 
Ingeborg Reichelt studied in Dresden and"
10886,Q110749,1928.0,1998.0,Will Tremper,"Will Tremper (19 September 1928 – 14 December 1998) was a German journalist and filmmaker (writer, director, producer). He wrote twelve screenplays between 1956 and 1988. The young and then unknown ac"
10889,Q110766,1929.0,2008.0,Gerd Wedler,"Gerd Wedler (19 August 1929 in Braunschweig,  Germany – 13 September 2008 in Erlangen, Germany) was a German chemist.

 Life 
	
After graduating from high school in 1949 in his native city of Brunswic"
10967,Q111164,1928.0,,Hans Noever,"Hans Noever (born 10 May 1928) is a German film director, screenwriter and actor. He directed 13 films between 1973 and 1986. His 1980 film Der Preis fürs Überleben was entered into the 30th Berlin In"
11087,Q112038,1928.0,,Hermann Schmitz (Philosoph),"Hermann Schmitz (* 16. Mai 1928 in Leipzig) ist ein deutscher Philosoph, bekannt als der Begründer der Neuen Phänomenologie.

 Leben 
Hermann Schmitz, Sohn des Reichsgerichtsrats Hermann Schmitz, wurd"
11203,Q112959,1928.0,1951.0,Hertha Kräftner,"Hertha Kräftner (* 26. April 1928 in Wien; † 13. November 1951 ebenda) war eine österreichische Schriftstellerin. 

 Leben 

Hertha Kräftner wuchs im burgenländischen Mattersburg auf und unternahm wäh"
11315,Q113780,1927.0,2008.0,Wolfgang Rolly,"Wolfgang Rolly (* 25. November 1927 in Darmstadt; † 25. März 2008 in Mainz) war  Weihbischof im Bistum Mainz.

 Leben 
Rolly wuchs als zweites von fünf Kindern einer Lehrerfamilie in Darmstadt auf. Na"
11335,Q113884,1929.0,2005.0,Günter Felke,"thumb|Günter Felke.
Günter Felke (Laufersweiler, 4 November 1929 - Sohren, 22 March 2005) was a German furniture manufacturer, numismatist and patron of culture.

Life
Günter Felke was born as the you"
11521,Q115309,1926.0,2009.0,Margot Ebert,"Margot Elisabeth Ebert (* 8. Juni 1926 in Magdeburg; † 26. Juni 2009 in Berlin) war eine deutsche Schauspielerin, Moderatorin, Tänzerin, Entertainerin und Schriftstellerin.

 Leben 
Margot Ebert wuchs"
11533,Q115409,1926.0,,Karl-Heinz Heddergott,Karl-Heinz Heddergott (born 27 August 1926http://www.fussballdaten.de/spieler/heddergottkarlheinz/ in Düsseldorfhttp://koelsche-boecke.de/Statistiken-Historie/Trainer/Heddergott.html) is a German form
11741,Q117166,1927.0,2004.0,Rudi Arndt,"miniatur|hochkant=1.3|Rudi Arndt (vorne links) als Oberbürgermeister bei der Verleihung des Friedenspreises des Deutschen Buchhandels (1972)
Rudi Arndt (* 1. März 1927 in Wiesbaden; † 14. Mai 2004 in "
