,text,name
Q3530658,"Sunaina (born 17 April 1989) is an actress who primarily appears in Kollywood  films.  Sunaina attended Mount Carmel Girls' High School, Nagpur and graduated in 2007. She is currently enrolled in a pr",Sunaina
Q3534464,"Biography  Gopika (born 26 August 1984""Gopika"". Ovguide.com (21 August 1984). Retrieved on 9 February 2013.""Actress Gopika Profile & Biography"". Spiderkerala.net. Retrieved on 9 February 2013. as Girl",Gopika
Q3534651,"Pooja Gauthami Umashankar (born 25 June 1981), mononymously known as Pooja, is an Indian-Sri Lankan actress, who has primarily appeared in Tamil films as well as Sinhala, Malayalam and amateur films. ",Pooja Umashankar
Q3535247,"Neetu Chandra (born 20 June 1984) is an Indian film actress, model and martial artist.  Early life and education Neetu Chandra was born in Patna, Bihar, India. Her mother tongue is Bhojpuri. She was e",Neetu Chandra
Q3535284,"Imran Farhat (, born 20 May 1982) is a Pakistani cricketer who has played over 30 Tests""Imran Farhat to join Pak Test squad in SA"". zeenews.india.com Retrieved 2013-02-08. and One Day Internationals f",Imran Farhat
Q3535289,"Imran Nazir (Punjabi: ) (born 16 December 1981) is a Pakistani cricket Opening batsman  who plays in the Pakistan national cricket team in Test cricket, One Day International and Twenty20 cricket form",Imran Nazir
Q3535297," Asad Shafiq  (Urdu: , born 28 January 1986 in Karachi) is a Pakistani international cricketer. A right-hand batsman and occasional leg-break bowler, he  made his One Day International debut against B",Asad Shafiq
Q3535411,"__NOTOC__ Taufeeq Umar (Punjabi: توفیق عمر, born 20 June 1981) is a Pakistani cricketer who was a regular Test opening batsman for three seasons, before being dropped ahead of the 2004–05 season. Unus",Taufeeq Umar
Q3535421,Sarfaraz Ahmed (born 22 May 1987) is a Pakistani cricketer who captained Pakistan to victory at the Under 19 World Cup in 2006. He is a wicket-keeper and a right-handed batsman. He had played just 5 g,Sarfraz Ahmed
Q3535430,Faisal Iqbal (Urdu: فیصل اقبال) (born 30 December 1981 in Karachi) is a Pakistani cricketer playing for the Pakistan cricket team as a specialist batsman. He is a right-handed batsman and occasional r,Faisal Iqbal
Q3535477,Nasir Jamshed (; born 6 December 1989) is a cricketer who represents Pakistan cricket team in One Day International (ODI) and Twenty20 International (T20I) matches. He is an aggressive left-handed ope,Nasir Jamshed
Q3535492,"Umar Gul (Urdu: , ) (born 14 April 1984) is a Pakistani right arm fast medium bowler in cricket who has played Test matches, One Day Internationals and Twenty20 Internationals for the Pakistani cricke",Umar Gul
Q3535542,"Sana Mir (born 5 January 1986) is a female Pakistani cricketer of Kashmiri origin and captain of the Pakistan women's team.Sana retains captaincy, Retrieved 25 August 2010. She was announced Player of",Sana Mir
Q3535548,"Sohail Tanvir (Urdu : سہیل تنویر, born 12 December 1984 in Rawalpindi, Punjab) is a Pakistani cricketer, who has gained repute for his unorthodox left arm bowling action and particularly for the succe",Sohail Tanvir
Q3537616,"Sadaf Mohammed Sayed (born 17 February), better known as Sadha, is an Indian actress who mainly appears in South Indian cinema. Her most notable films include Jayam, Anniyan and Unnale Unnale.  Person",Sadha
Q35387,Ariana Jollee is an American pornographic actress and director.  Career Jollee got into the porn industry in 2003 after promoting herself on her home-made website. She was recruited by a production ma,Ariana Jollee
Q35398," is a Japanese former AV idol from Tokyo who was born on October 8, 1982.   AV career  Sakamaki made her AV debut at nineteen years of age in May 2002 in the video First Class for Try Heart's Sexia la",Asuka Sakamaki
Q35429,", often known simply as Acky (あっきー), is a Japanese adult video (AV), pink film, and mainstream film and TV actress.  Life and career  AV debut—Alice Japan & Max-A Yoshizawa was born in Tokyo, Japan on",Akiho Yoshizawa
Q35442,"Ava Rose (born February 9, 1986 in Sutton, Alaska, U.S.) is an American former pornographic actress who entered the industry in 2006 at the age of 20. She is the older sister of Mia Rose.  Biography  ",Ava Rose
Q35445,"Austyn Moore (born May 6, 1981) is the stage name of a former American pornographic actress.  Early life Moore was born in Indiana and raised in Palm Beach, Florida. She has a degree in biology.  Care",Austyn Moore
Q35453,"Alexis Love (born April 7, 1988 in Sacramento, California) is a Mexican-American pornographic actress and nude model. She entered the adult film industry in mid-2006. After making approximately 180 mo",Alexis Love
Q35477,"Alina Plugaru (born December 18, 1987) is a Romanian entrepreneur and former pornographic film actress, who has been called the Romanian ""The Queen of Porn"". She started acting in erotic videos in 200",Alina Plugaru
Q35488,"Angelina Valentine (born September 19, 1986) is the stage name of an American pornographic actress.  Career Valentine entered the adult film industry in 2007 and has since appeared in over 200 movies.",Angelina Valentine
Q3550763,کیوکو ناکاجیما (لاطینی: Kyoko Nakajima) ایک فحش اداکارہ ہے۔   متعلقہ روابط   فہرست فحش اداکارائیں  فحش فلم  فحش نگاری   حوالہ جات  زمرہ:نامکمل  زمرہ:1983ء کی پیدائشیں زمرہ:جاپانی فحش اداکارائیں زمرہ:ب,کیوکو ناکاجیما
Q3553810,"Samantha Saint (born June 8, 1987) is the stage name of an American pornographic actress, model and Penthouse Pet of the Month for October 2012.  Career Saint entered the adult film industry in 2011. ",Samantha Saint
Q35709,"Avy Scott (born in November 2, 1981) is an American pornographic actress.  Formerly a business and psychology major in college, Scott started out doing live masturbation shows online and subsequently ",Avy Scott
Q35721,"Annette Schwarz (born 26 March 1984 as Annette SchönlaubMünchnerin wird Porno-Star in den USA in Rhineland-Palatinate, Germany) is a German pornographic actress and fetish model.  Early life Schwarz i",Annette Schwarz
Q35728,"Ashley Blue (born Oriana Small July 8, 1981) is an American pornographic actress and director.  Biography Ashley Blue has won multiple Adult Video News awards, including 2004 Female Performer of the Y",Ashley Blue
Q35742,"Alektra Blue (born June 9, 1983) is an American pornographic actress and model. She is the Penthouse Pet of the Month for April 2008.  Early life Blue was born in Phoenix, Arizona, but grew up in the ",Alektra Blue
Q35781,آڈری بٹونی (لاطینی: Audrey Bitoni) ایک فحش اداکارہ ہے۔   متعلقہ روابط   فہرست فحش اداکارائیں   حوالہ جات  زمرہ:امریکی فحش اداکارائیں زمرہ:نامکمل  زمرہ:1986ء کی پیدائشیں زمرہ:بقید حیات شخصیات,آڈری بٹونی
Q35823,"Ann Marie Rios (born September 5, 1981) is an American pornographic actress.  Career She studied at the Van Mar Academy of Acting in Hollywood, and gained a real estate license at age 18, before enter",Ann Marie Rios
Q35937,"Ashlynn Brooke (born August 14, 1985) is an American former pornographic actress, feature dancer, and model.  Early life Brooke was born in Choctaw, Oklahoma. She was a cheerleader for nine years, and",Ashlynn Brooke
Q3595158,"Nafisa Rizvi Khan (also known as Jiah Khan, 20 February 1988 – 3 June 2013) was a British American actress, model and singer who appeared in Hindi films.Jiah Khan all praise for Aamir The Hindu – 26 N",Jiah Khan
Q3595169,"Tanushree Dutta (; pronounced , ITRANS: tanushri; born 19 March 1984) is an Indian model and actress who primarily appears in Bollywood movies. Dutta is the recipient of Femina Miss India Universe tit",Tanushree Dutta
Q3595196,"Saranya Mohan (born 9 February 1989) is an Indian film actress, who has acted in Malayalam, Telugu and Tamil films. She is probably best known for her performances in Yaaradi Nee Mohini and Vennila Ka",Saranya Mohan
Q3595207,"Karthika Nair (born 27 June  1992) is an Indian film actress of the South Indian film industry who mainly acts in Tamil Films. She made her debut in the 2009 Telugu film, Josh opposite Naga Chaitanya.",Karthika Nair
Q3595284,"Piaa Bajpai is an Indian film actress and model, who appears primarily in South Indian films. She is best known for her performances as Roshini in Venkat Prabhu's comedy Goa and Saro in K. V. Anand's ",Piaa Bajpai
Q3595538,"{{Infobox person |name = Charmi Kaur |image = Charmy Kaur BH.jpg |caption =Charmi-at-Filmfare-Awards-South-2013 |birth_name = Charmi Kaur |birth_date =  |birth_place = Vasai, Mumbai , India |nationali",Charmy Kaur
Q3595584,"Samvrutha Sunil, known mononymously as Samvrutha, is an Indian film actress who mainly appears in Malayalam films. Having made her debut in 2004 through the film Rasikan directed by her mentor Lal Jos",Samvrutha Sunil
Q3595617,Kavya Madhavan is an Indian film actress who predominantly works in Malayalam cinema. She made her debut in Pookkalam Varavayi (1991) as a child artist. As a heroine Kavya's debut film was Lal Jose's ,Kavya Madhavan
Q35977,"Alexis Texas (born May 25, 1985) is the stage name of an American pornographic actress. She began her career in pornography in 2006 at the age of 21.   Career Texas' first scene was with Jack Venice i",Alexis Texas
Q35980,"Aletta Ocean (born December 14, 1987) is the stage name of a Hungarian pornographic actress. She has appeared in Penthouse and Hungarian Playboy. and won the 2010 AVN Awards for Female Foreign Perform",Aletta Ocean
Q35992,"Angel Dark (born on April 11, 1982 in Sobrance) is a Slovak pornographic actress and nude model. She began her career in the adult film industry in 2002, and has since appeared in over 230 films.   Sh",Angel Dark
Q3608940,"Remy LaCroix (born June 26, 1988) is an American pornographic actress.  Early life Before entering the adult industry, LaCroix was a specialty dancer whose performances included fire dancing, aerial s",Remy LaCroix
Q3611453,"Bethany Benz (born December 1, 1986) is an American pornographic actress, reality show participant, and model.  Life and career Bethany Benz started her career as glamour model with the stage name of ",Bethany Benz
Q36153,"Beyoncé Giselle Knowles-Carter  (born September 4, 1981) ( ) is an American singer and actress. Born and raised in Houston, Texas, she performed in various singing and dancing competitions as a child,",Beyoncé
Q36215,"Mark Elliot Zuckerberg (born May 14, 1984) is an American computer programmer and Internet entrepreneur. He is best known as one of five co-founders of the social networking website Facebook. As of Ap",Mark Zuckerberg
Q3621587,"Yurizan Beltran (born November 2, 1986), also known as YuriLuv, is an American pornographic actress.  Life and career Beltran was born in Los Angeles. She started her own erotic website in 2005,""Top 1",Yurizan Beltran
Q36222,"Ariel Rebel (born September 23, 1985) is an online pornographic actress, model and food blogger.  She studied to be a fashion designer in Montreal, before she decided to pursue an adult modeling caree",Ariel Rebel
Q36226,"Amber Rayne (born September 19, 1984 in Detroit, Michigan) is an American pornographic actress.  Early life Rayne attended California State University, Los Angeles and majored in theatre arts and danc",Amber Rayne
Q3625586,"Jayme Langford (born December 13, 1987) is an American nude model and pornographic actress. She has appeared in almost 100 films.  Biography She began appearing in adult films in 2006, and soon limite",Jayme Langford
Q3626058,Hazel Keech (born circa 1987 as Rose Dawn) is a British actress and model. She has appeared in Billa and Bodyguard as well as in a Suzuki advertisement. She danced in the Frankfinn Music remix item nu,Hazel Keech
Q3626950,زین جواد ملک  تاریخ پیدائیش 12 جنوری 1993 کا تعلق بریڈفورڈ، ویسٹ یارکشائر، انگلستان سے ہے۔   اسکے والد برطانوی پاکستانی یاسر ملک اور ماں انگریز ٹریسیا ملک ہیں۔ اسکی ایک بڑی بہن دنیا اور دو چھوٹی بہنیں,زین ملک
Q36271,"Annie Cruz (born November 6, 1984) is the stage name of an American pornographic actress and model.  Early life and education Cruz was born in Stockton, California to Filipino parents. She graduated f",Annie Cruz
Q3628753,"Adil Khan (, ; born on 3 February 1983 in Oslo, Norway) is a Norwegian dancer and actor of Punjabi/Pashtun descent. Adil came to the limelight when he won Dansefeber, (the Norwegian version of So You ",Adil Khan
Q3629983,"Ileana D'Cruz  (born 1 November 1987) is an Indian film actress, who appears in Telugu, Tamil and Hindi films. She won the Filmfare Award for Best Female Debut – South for the 2006 Telugu film Devadas",Ileana D'Cruz
Q36301,"Anne Jacqueline Hathaway (born November 12, 1982) is an American actress. After several stage roles, she appeared in the 1999 television series Get Real. She came to prominence after playing Mia Therm",Anne Hathaway
Q36427,"Amy Ried (born April 15, 1985) is a former American pornographic actress.  Early life Ried has distant French Cajun, German, and Amerindian heritage. Born in Germany, her parents were relocated to sou",Amy Ried
Q36429,Aylar Dianati Lie (born 12 February 1984) is a Norwegian actress and model of Iranian descent and former pornographic actress. She is currently working in the music industry as a music video actress a,Aylar Lie
Q36441,"Aurora Snow (born November 26, 1981) is the stage name of an American former pornographic actress and director.  Early life Snow was born and raised in Santa Maria, California, but also spent time in ",Aurora Snow
Q365007,"  Minissha Lamba (born 18 January 1985) is an Indian actress who appears in Hindi films. She made her debut with Yahaan (2005). Her other notable films include Honeymoon Travels Pvt. Ltd. (2007), Bach",Minissha Lamba
Q36844,"Robyn Rihanna Fenty (born February 20, 1988), better known by her stage name Rihanna ( ), is a Barbadian singer, actress, and fashion designer. Born in Saint Michael, Barbados, her career began upon m",Rihanna
Q3694780,"Rani Taj (Urdu: ) (born 3 October 1993) is a British Pakistani dhol player from Birmingham, United Kingdom. Although already well known in the Midlands, she rose to international fame in 2010 when she",Rani Taj
Q3699443,"Nicole Aniston (born September 9, 1987 in San Diego, California) is an American pornographic actress, the August 2012 Penthouse Pet of the Month, and the 2013 Penthouse Pet of the Year.   Career  Anis",Nicole Aniston
Q370005,Ismaïl Aissati (born 16 August 1988 in Utrecht) is a Dutch-Moroccan footballer who plays for FC Terek Grozny in the Russian Premier League. He also plays for the Moroccan national team.  Career Being ,Ismaïl Aissati
Q3742318,"Felix Vicious (born August 27, 1983) is an American former pornographic actress from Denver, Colorado. Vicious relocated to California when she turned 18. While Bisexual Britni and Shay Sweet were sig",Felix Vicious
Q378520," (born August 31, 1981) is a Japanese adult actress, AV idol and photo model加藤ゆりあ - タレント・芸能人・グラビアアイドル情報の Talents.JP - 画像掲示板 from Tokyo, Japan. She usually plays passive roles, and her AV debut was wit",Yuria Kato
Q3785767," is a Japanese singer, songwriter, radio hostess and former AV idol. As of 2011, she is known under the stage name   Musical career  thumb|Romantic Fantagic CD Cover Art She made her musical debut in ",Hiromi Matsuura
Q378678,"Sophie Dee (born 17 January 1984) is a Welsh actress, stripper, and pornographic actress.  Career After leaving school she had various jobs, such as working in cafes and selling products door-to-door.",Sophie Dee
Q37876,"Natalie Portman (born Neta-Lee Hershlag; ; June 9, 1981) Gale Biography In Context.  is an Israeli-born American (with dual citizenship) actress. Her first role was in the 1994 action film Léon: The P",Natalie Portman
Q3808153,"Jessica Sweet (born September 24, 1985 in California, USA) is an American pornographic actress, since around 2003.  Sweet, an X-Play contract star, was cast by Jeff Mullen of All Media Play to star in",Jessica Sweet
Q3850194,"Martina Warren (born 12 August 1983 in Romford, Havering) is a pornographic and glamour model.  She was the Penthouse Pet of the Month for January 2003 and Pet of the Year for 2005.   Early life  Warr",Martina Warren
Q38575,"Brianna Love (born March 14, 1985 in Fresno, California) is the stage name of an American former pornographic actress.   Early life Love was born in Fresno, California. She moved around often and spen",Brianna Love
Q387072,"Camilla Belle (born October 2, 1986) is an American actress. Her works include The Ballad of Jack and Rose, When a Stranger Calls, 10,000 BC, The Quiet, Push, and Breakaway.   Early life  Belle was bo",Camilla Belle
Q391095,"Tanner Mayes (born May 31, 1989 in Adrian, Michigan as Courtney Glover) is the stage name of an American pornographic actress.  Life and career Mayes debuted in the porn industry in 2008 at the age of",Tanner Mayes
Q3916703,"Riley Reid (born July 9, 1991) is an American pornographic actress.  Career Reid began her adult film career in 2011 at the age of 19 and initially used the stage name Paige Riley.""10 new adult actres",Riley Reid
Q3951197,"Sayali Bhagat (born 1 January 1984, in Maharashtra) is an Indian actress and former beauty queen. She competed in Femina Miss India 2004 and won the title of Femina Miss India World.  Early life Sayal",Sayali Bhagat
Q39574,"Candice Rene Accola (born May 13, 1987) is an American actress, singer and songwriter, best known for her starring role as Caroline Forbes on The CW series, The Vampire Diaries.  Early life Accola was",Candice Accola
Q402203,Koel Mallick () (born Rukmini Mallick on 28 April 1982) is an Indian actress who appears in Bengali films.  Early life and education Koel was born in Kolkata to Bengali film actor Ranjit Mallick and D,Koel Mallick
Q4027361,"Alexis Ford (born April 24, 1988) is an American pornographic actress and the Penthouse Pet of the Month for June 2012.  Early life Ford was born and raised in Ridgewood, Queens, New York. She attende",Alexis Ford
Q40473,"Andrea Lauren Bowen (born March 4, 1990, Columbus, Ohio) is an American actress who is known for playing Julie Mayer on Desperate Housewives (2004–2012). She has won two SAG Awards.  Life and career B",Andrea Bowen
Q4100804,"   Shweta Bhardwaj is an Indian actress and model who has acted in Hindi and South Indian films. She made her debut in the 2008 action flick Mission Istanbul, starring Vivek Oberoi & Zayed Khan. She h",Shweta Bhardwaj
Q4115086,"Mostafa Zamani () was born in Fereydunkenar, Mazandaran, Iran on 21 June 1982 and is a Persian actor.http://www.imvbox.com/cast/iranian/mostafa-zamani He first appeared in the block buster mini series",Mostafa Zamani
Q4115693,"Fatima Murtaza Bhutto (; born 29 May 1982), known as Fatima Bhutto (), is a Pakistani poet and writer.Fatima Bhutto: A beauty to tame George Clooney – and even Pakistan? Daily Telegraph, 15 February 2",Fatima Bhutto
Q4149842,"Anastasiya Pavlovna Hagen, née Gryshai (, ), better known under her screen name Wiska, is a Ukrainian model and pornographic actress, also known for being discriminated against because of her professi",Wiska
Q4154046,کیارا ڈیان (لاطینی: Kiara Diane) ایک فحش اداکارہ ہے۔   متعلقہ روابط   فہرست فحش اداکارائیں  فحش فلم  فحش نگاری   حوالہ جات  زمرہ:نامکمل  زمرہ:1987ء کی پیدائشیں زمرہ:امریکی فحش اداکارائیں زمرہ:بقید حیا,کیارا ڈیان
Q4171474,"Drashti Dhami is an Indian model, dancer, host and television actress. She appeared in shows like, Dill Mill Gayye, Geet - Hui Sabse Parayi and Madhubala – Ek Ishq Ek Junoon. She is the winner of the ",Drashti Dhami
Q42010,Marouane Chamakh ( ; ; born 10 January 1984) is a Moroccan footballer who plays for Crystal Palace in the English Premier League and the Morocco national team as a striker. He is described as a protot,Marouane Chamakh
Q4204522,"Pranitha Subhash (born 17 October 1992) is an Indian film actress and model, who mainly works in South Indian cinema. Pranitha was raised in Bengaluru and pursued a career in modelling before plunging",Pranitha Subhash
Q42311,"Sebastian Vettel (; born 3 July 1987) is a professional German Formula One racing driver, currently driving for Ferrari F1 Team, being contracted to the end of 2017. He is a four-time Formula One Worl",Sebastian Vettel
Q4235,"Miley Ray Cyrus (born Destiny Hope Cyrus; November 23, 1992) is an American singer, actress, and songwriter.  Her father is country singer Billy Ray Cyrus. She held minor roles in the television serie",Miley Cyrus
Q431022,"Lara Roxx was the stage name of the Canadian former pornographic actress who, in March 2004, became the first known individual in four years to contract HIV while making a U.S. pornographic video.  Ca",Lara Roxx
Q4319574,"Shraddha Das (born March 4, 1987) is an Indian film actress who has mainly appeared in Telugu films.  Early life Shraddha Das was born in Mumbai, Maharashtra to Bengali parents. Her father is a busine",Shraddha Das
Q432921,"Jennifer ""Jennie"" Ketcham (born February 22, 1983) is an American writer, reality television personality, blogger,Becoming Jennie, via wordpress.com retrieved 2010 11 7 artist, and former pornographic",Jennifer Ketcham
Q432995,"Allie Haze  (born May 10, 1987) is the stage name of an American pornographic actress and the Penthouse Pet of the Month for January 2014.  Early life Haze was born and raised in a small town in San B",Allie Haze
Q433037,"Andy San Dimas (born October 3, 1986) is an American pornographic actress.  Life and career Andy San Dimas was born in Baltimore, Maryland. She worked at an adult video store at the age of 18 prior to",Andy San Dimas
Q433126,"Taruni Sachdev (14 May 1998 – 14 May 2012) was an Indian model and child actress, best known for her work in television advertisements and films. She was highly praised for her appearances in Rasna ad",Taruni Sachdev
Q433306,Sonia Baby is a Spanish pornographic actress who currently resides in Barcelona.Primera Línea interview  Awards and nominations  2006 FICEB Ninfa Award winner - Best Spanish Actress (Mantis)  2006 FIC,Sonia Baby
Q433481,"Brigitta Bulgari (born Brigitta Kocsis, 29 September 1982),""Intervista alla pornostar Brigitta Bulgari"", Dapaura.com. Retrieved 2007-10-31. is a Hungarian pornographic actress and fashion model.  Biog",Brigitta Bulgari
Q43432,"Justin Randall Timberlake (born January 31, 1981) is an American singer, songwriter, and actor. Born in Memphis, Tennessee, he appeared on the television shows Star Search and The All-New Mickey Mouse",Justin Timberlake
Q4377431,میا پریسلی (لاطینی: Mia Presley) ایک فحش اداکارہ ہے۔   متعلقہ روابط   فہرست فحش اداکارائیں  فحش فلم  فحش نگاری   حوالہ جات  زمرہ:نامکمل  زمرہ:1982ء کی پیدائشیں زمرہ:امریکی فحش اداکارائیں زمرہ:بقید حیا,میا پریسلی
Q4382182,امیری اچینوز (لاطینی: Ameri ichinose) ایک فحش اداکارہ ہے۔   متعلقہ روابط   فہرست فحش اداکارائیں   حوالہ جات  زمرہ:جاپانی فحش اداکارائیں زمرہ:نامکمل  زمرہ:بقید حیات شخصیات زمرہ:1987ء کی پیدائشیں,امیری اچینوز
Q438639,"Brooke Ballentyne (born July 13, 1982 in Charlotte, North Carolina) is a former (from around 2002-07) pornographic actress.  She started in the adult industry by shooting website content in North Caro",Brooke Ballentyne
Q43913,"Arjen Robben (; born 23 January 1984) is a Dutch professional footballer who plays for German Bundesliga club Bayern Munich and the Netherlands national team. Robben has appeared at the 2004, 2008 and",Arjen Robben
Q4398684,"Rachel Rotten (born on October 8, 1983) is an American former pornographic actress.   Biography  Rotten’s career began around 2002, when she and her now ex-boyfriend, Rob Rotten, sent their photos out",Rachel Rotten
Q44077,"Jessica Marie Alba (born April 28, 1981) is an American actress, model, and businesswoman. She began her television and movie appearances at age 13 in Camp Nowhere and The Secret World of Alex Mack (1",Jessica Alba
Q44118,"Hamit Altıntop (, born 8 December 1982) is a Turkish professional footballer who plays for Galatasaray in the Süper Lig. He is a versatile midfielder who can play either in a defending or attacking ro",Hamit Altıntop
Q442688," is a Japanese web personality, photographer and a former AV idol and model.   Life and career  Koto made her adult video (AV) debut at age eighteen in the September 2003 release,  on the h.m.p./Plati",Hikaru Koto
Q444190,"Alexandra Hetherington ""Alex"" Breckenridge (born May 15, 1982) is an American actress, photographer and voice artist. Noted for her role as Willa McPherson on the television series Dirt, she also had ",Alexandra Breckenridge
Q445443,"Gabriella Fox (born February 24, 1989) is an American pornographic actress from Los Angeles, California. Her career in pornographic films began at Digital Playground in 2008. Fox, who is represented b",Gabriella Fox
Q4461,"Troian Avery Bellisario (born October 28, 1985) is an American actress. She currently stars as Spencer Hastings in the ABC Family series Pretty Little Liars.  Early life Troian Avery Bellisario was bo",Troian Bellisario
Q448068,"__notoc__ Roxy Jezel (born 5 June 1982 in London, England) is a former British pornographic actress.  Biography Jezel, whose father is Thai and mother is English, lived in East London. In an interview",Roxy Jezel
Q448288,"Stefani Morgan (born October 31, 1985) is a former American pornographic actress.  Biography Graduating from high school at age 16, Morgan began mainstream modeling when she was 17. During that time s",Stefani Morgan
Q448365,"Poppy Morgan (born February 17, 1983) is the stage name of an award winning English pornographic actress, model and director.  Career Morgan worked as a trainee chef at London's ""Blakes"" restaurant. W",Poppy Morgan
Q452101,"Maryam Irene Haley (December 30, 1981 – August 21, 2007), better known by her stage name Haley Paige, was a Mexican-born American pornographic actress.  Career Paige entered the adult entertainment in",Haley Paige
Q453512,"Senad Lulić (born 18 January 1986) is a Bosnian professional footballer who plays for Italian club Lazio and the Bosnia and Herzegovina national team. He has been deployed both as a left wing-back, an",Senad Lulić
Q454691,"Whitney Able (born February 6, 1982) is an American actress. She is best known for her roles in All the Boys Love Mandy Lane and Monsters. She has been featured in Maxim magazine.   Biography  Able wa",Whitney Able
Q458426,"Misty Stone (born March 26, 1986) is the stage name of an American pornographic actress and nude model. She is the Penthouse Pet of the Month for December 2014.  Career She entered the adult film indu",Misty Stone
Q460154,"Missy Monroe (born August 22, 1984) is the stage name of an American pornographic actress. In 2006, Monroe made her directorial debut with Big Tit Whores.   Monroe is also known for her ability to per",Missy Monroe
Q4617,"Corbin Bleu Reivers (born February 21, 1989), known professionally as Corbin Bleu, is an American actor, model, dancer, producer and singer-songwriter of Jamaican-Italian heritage. He performed in the",Corbin Bleu
Q462292,"Dani Woodward (born March 7, 1984) is the stage name of an American former pornographic actress.  Biography Before joining the adult industry, Woodward graduated from a vocational school and worked as",Dani Woodward
Q462298,"Mia Rose (born March 30, 1987 in Sutton, Alaska, U.S.) is a pornographic actress who entered the industry in 2006 at the age of 19. She is the younger sister of Ava Rose.   Biography  Mia and Ava both",Mia Rose (pornographic actress)
Q464941,"Hadia Tajik (born 18 July 1983) is a Pakistani-Norwegian jurist, journalist and politician. She is a Member of Parliament for the Labour Party representing Oslo.The sixth parliamentary seat  On 21 Sep",Hadia Tajik
Q465200,"Kerry Bishé (born May 1, 1984) is an American actress, known for playing Lucy Bennett, the main character in season nine of medical comedy Scrubs. Bishé also starred as Billie Kashmiri in Fox's one-of",Kerry Bishé
Q465815,"Anushka Sharma (; born 1 May 1988) is an Indian film actress, producer and former model. In 2008, she was signed by Aditya Chopra for a three-film contract with Yash Raj Films and consequently made he",Anushka Sharma
Q466051,"Alia Martine Shawkat (  ; born April 18, 1989) is an American actress. She is best known for her role as Maeby Fünke in the Fox television series Arrested Development.   Personal life   Shawkat was bo",Alia Shawkat
Q466080,"Dia Mirza (born Dia Handrich on 9 December 1981) is an Indian model, actress and producer, who won the 2000 Miss Asia Pacific International title. Mirza has primarily worked in Bollywood, and is known",Dia Mirza
Q4661481,"Aamina Sheikh (born as Aamina  Sheikh, on August 29, 1981) is a Pakistani American actress and model. She has won one Lux Style Award, one New York Film Festival Award, one SAARC Film Festival Award, ",Aamina Sheikh
Q4666249,عبدالرؤف ( پیدائش:9 دسمبر 1978ء اوکاڑہ) پاکستان کرکٹ ٹیم کے کھلاڑی ہیں جنھوں نےابتک  3 ٹیسٹ میچ اور 4 ایک روزہ کرکٹ کھیلے ہیں ۔  زمرہ:ضلع اوکاڑہ کی شخصیات زمرہ:فیصل آباد کے کرکٹر زمرہ:پاکستان کے ٹیسٹ ,عبدالرؤف
Q467023,"Charley Chase (born August 6, 1987 in Louisville, Kentucky) is the stage name of an American former pornographic actress. Credited with over 400 movies, she has won an AVN Award and an XRCO Award, rec",Charley Chase (pornographic actress)
Q467244,"Anksa Kara (born March 24, 1985 at Nkongsamba, Cameroon) is a French pornographic actress.   Biography  She arrived in France in 1993. In 2005, she initially worked as a stripper in several famous Par",Anksa Kara
Q467247,", who has also performed under the name  is a Japanese model, actress and former AV Idol.  Life and career Asami was born in Tokyo, Japan on September 19, 1985. At age 19, she appeared in the theatric",Asami Sugiura
Q4678398,"Adah Sharma (born 11 May 1989) is a Bollywood actress. Her debut film 1920, directed by Vikram Bhatt, was a box office success for which she garnered favourable reviews for her performance.  Early lif",Adah Sharma
Q467945,"Roxy Reynolds (born December 28, 1983) is an American pornographic actress,  and glamour model of African American descent.   Adult film career  Roxy Reynolds was born in Southwest Philadelphia and ra",Roxy Reynolds
Q467955,"Natalia Zeta (born 29 December 1983) is a Spanish pornographic actress.  She has posed for adult magazines such as Private, Forward Edge and SIE7E, as well as for the automobile magazines Top Tuning, ",Natalia Zeta
Q468108,"Jamie Lynn (born February 25, 1981) is an American pornographic actress who was chosen as Penthouse Pet of the Month in 2005 and later as Pet of the Year in 2006.   Career She started working in the a",Jamie Lynn (pornographic actress)
Q4683040,Aditi Sarangdhar  is a Marathi actress. She has worked in many marathi movies and television serials. She is famous for the role of Saloni Deshmukh in TV serial Lakshya (Star Pravah). Aditi has always,Aditi Sarangdhar
Q4683087,"Aditya Roy Kapur (; born 16 November 1985) is an Indian film actor who works in Hindi films. After a brief career as a VJ on Channel V, he made his film debut with a minor role in London Dreams (2009)",Aditya Roy Kapur
Q4683860,"Adnan Akmal (), born 13 March 1985, is a Pakistani cricketer. He is a right-handed batsman and wicket-keeper who plays for Zarai Taraqiati Bank Ltd Cricket Team and has represented his country at U-17",Adnan Akmal
Q46896,"Zlatan Ibrahimović (, ; born 3 October 1981) is a Swedish professional footballer who plays as a striker for French club Paris Saint-Germain and the Swedish national team for which he is captain.  Ibr",Zlatan Ibrahimović
Q469215,Sneha Ullal (born 1987) is an Indian film actress who has appeared in Tollywood and Bollywood films. She is best known for her role in the Telugu film Ullasamga Utsahamga and Simha.  Personal life and,Sneha Ullal
Q4696019,Ahmed Shehzad (; born 23 November 1991) is a Pakistani cricketer. He is a right-handed opening batsman and also a part-time legbreak bowler. He used to play domestic cricket for Habib Bank Limited. He,Ahmed Shehzad
Q4697419,"Aindrita Ray is an Indian film actress, primarily appearing in Kannada films. She made her acting debut in 2007, starring in Meravanige and went on to appear in several commercially successful films, ",Aindrita Ray
