,text,name
Q2870847,Audrey Deroin (born 1989) is a French handball player. She plays for the club Toulon St-Cyr Var Handball and for the French national team.  She participated at the 2009 World Women's Handball Champion,Audrey Deroin
Q287267,"Tina Pisnik (born 19 February 1981 in Maribor) is a former professional Slovenian tennis player. Pisnik turned professional since 1999. Pisnik's highest singles ranking was World Number 29, of which s",Tina Pisnik
Q287346,"McKaley Nicole Miller (born May 14, 1996) is an American actress. She is best known for her recurring roles as Dana Monohan on the ABC series The Gates and as Rose Hattenbarger on The CW series Hart o",McKaley Miller
Q287577,"José Arnulfo Montiel Núñez (born 19 March 1988 in Asunción) is a Paraguayan football midfielder. He currently plays for Paraguayan club Nacional Asunción.  Career At a very young age, Montiel started ",José Montiel
Q287815,Royston Ricky Drenthe (born 8 April 1987) is a Dutch professional footballer who plays for Football League Championship side Sheffield Wednesday on loan from Reading in England. Although he primarily ,Royston Drenthe
Q287882,"Anjeza Shahini (born 4 May 1987) is an Albanian singer. She represented Albania at the 2004 Eurovision Song Contest with the song ""The Image of You"" in the country's debut year in the ESC.  Eurovision",Anjeza Shahini
Q288457,"Ayla Marie Kell (born October 7, 1990) is an American actress. She is best known for the role of Payson Keeler in the ABC Family series Make It or Break It.  Career Kell began studying ballet at a you",Ayla Kell
Q288812,"Marija Pucarević (* 20. August 1990 in Belgrad, Jugoslawien) ist eine serbische Volleyballspielerin.   Karriere  Pucarević begann ihre Karriere in ihrer Heimatstadt bei FK Obilić. Innerhalb der Stadt ",Marija Pucarević
Q288871,"Vittoria ""Vicky"" Piria (born 11 November 1993 in Milan) is an Italian racing driver. She is daughter of Italian father and British mother.https://www.facebook.com/vickypiriaofficial/info Also she race",Vicky Piria
Q289150,Måns Oskar Söderqvist (born 8 February 1993) is a Swedish footballer who plays for Kalmar FF as a forward.  References  External links SvFF profile  Category:1993 births Category:Living people Categor,Måns Söderqvist
Q289201,"Anaysi Hernández (born August 30, 1981) is a Cuban judoka. She won the silver medal in the women's 70kg at the 2008 Summer Olympics.  External links Athlete bio at 2008 Olympics site  Category:1981 bi",Anaysi Hernández
Q289252,"Gregg Sulkin (born 29 May 1992) is an English actor. At age ten he made his film debut in the 2002 Doctor Zhivago mini-series. He later landed the starring role in the 2006 British release Sixty Six, ",Gregg Sulkin
Q289295,"Kristýna Plíšková (born 21 March 1992) is a Czech tennis player.  Plíšková has won three doubles titles on the WTA tour, as well as five singles and six doubles titles on the ITF circuit in her career",Kristýna Plíšková
Q2893486,"Sylven Joshua Landesberg (born April 10, 1990) is an American-Israeli professional basketball player who currently plays for Maccabi Tel Aviv of the Israeli Super League. Standing at , he plays at the",Sylven Landesberg
Q289349,"Étienne Bacrot (; born January 22, 1983 in Lille, Nord) is a French chess grandmaster and currently ranked No. 2 in France.  He started playing at age 4; by 10, young Bacrot was already winning junior",Étienne Bacrot
Q289380,"Brit Heyworth Marling (born August 7, 1983) is an American actress, screenwriter and film producer. After majoring in economics at Georgetown University, Marling moved to Los Angeles with friends Mike",Brit Marling
Q289559," (born March 28, 1985) is a retired Japanese figure skater. She is the 2012 World bronze medalist, a three-time Grand Prix Final medalist (2011 silver, 2009, 2012 bronze), a two-time (2010, 2013) Four",Akiko Suzuki
Q2896136,"Benjamin Le Montagner (born 16 June 1988 in Léhon), is a French cyclist riding for Bretagne-Séché Environnement. His brother Maxime is also a cyclist.  Palmares 2012 1st stage Tour de Bretagne Cyclist",Benjamin Le Montagner
Q289614,"Béatrice Martin (born September 22, 1989), better known by her stage name Cœur de pirate (French: Pirate Heart) is a Canadian singer-songwriter. A francophone from Montreal, she sings mostly in French",Cœur de pirate
Q2896171,Benjamin Mendy (born 17 July 1994) is a French footballer.  He plays as a left back for French club Olympique de Marseille. Mendy is a French youth international having represented his nation at under,Benjamin Mendy
Q289662,"Dayana Sabrina Mendoza Moncada (born June 1, 1986 in Caracas, Venezuela) is a model, actress and beauty pageant titleholder who won the titles of Miss Venezuela 2007 and Miss Universe 2008.iht.com,  V",Dayana Mendoza
Q289748,Catarina Wallenstein (born 23 August 1986) is a Portuguese film actress. She studied at the Lisbon Theatre and Film School and has appeared in more than twenty films since 2004.  Selected filmography ,Catarina Wallenstein
Q290032,"Olga Olegovna Stulneva (, née Fyodorova, sometimes listed as Olga Fedorova, born July 14, 1983 in Alapayevsk, Russian SFSR) is a Russian athlete and bobsledder.  Athletics career Mainly competing in t",Olga Stulneva
Q290181,"Diana López (born January 7, 1984) is an American Olympic Taekwondo competitor from Sugar Land, Texas. She represented the United States at the 2008 Olympics in Beijing, where she won a bronze medal. ",Diana López
Q290206,"Abdil Ceylan (born 30 April 1983 in Çifteler, Eskişehir Province, Turkey ) is a Turkish long-distance and marathon runner. He participated at the 2008 Olympics.  The  tall athlete at  competes for Koc",Abdil Ceylan
Q290614,"Fanny Welle-Strand Horn (born 8 March 1988) is a Norwegian biathlete. She competed at the Biathlon World Championships 2011, where she placed sixth in the relay with the Norwegian team.  References  C",Fanny Welle-Strand Horn
Q29063,"Jerzy Janowicz, Jr. (; born 13 November 1990) is a Polish professional tennis player and the current Polish No. 1. Runner-up in two Junior Grand Slam tournaments, Janowicz rose to fame on the pro circ",Jerzy Janowicz
Q2907808,"Yussuf Yassin Saleh () (born March 22, 1984) is a Swedish-born Ethiopian footballer who currently plays for IK Sirius and the Ethiopia national football team. Yussuf was originally an attacking midfie",Yussuf Saleh
Q2908103,"Zhang Yuxuan (; born 19 August 1994, in Tianjin) is a professional tennis player from China. On April 27, 2013, she reached her highest WTA singles ranking of 272.  Biography 2012 Zhang Yuxuan was bor",Zhang Yuxuan
Q2909555,"Jerker Lysell is a Swedish orienteering competitor. He won a bronze medal in the sprint at the 2012 European Orienteering Championships in Falun, tying with Daniel Hubmann.  He competed at the 2012 Wo",Jerker Lysell
Q291102,"Olivia Frances Culpo (born May 8, 1992) is an American actress, TV Presenter and beauty pageant titleholder who won the Miss USA 2012 pageant, representing her home state of Rhode Island.  She previou",Olivia Culpo
Q2913190,Milan Mitrović (; born 2 July 1988) is a Serbian footballer who plays for Mersin İdmanyurdu SK. He is most often played as a defender.  Career Milan Mitrović began his professional career with FK Zemu,Milan Mitrović
Q291361,"Hallie Kate Eisenberg (born August 2, 1992) is an American actress.  Early life Eisenberg was born in East Brunswick Township, New Jersey, the daughter of Amy, who worked as a clown at children's part",Hallie Eisenberg
Q291446,"Go Ah-sung (born August 10, 1992) is a South Korean actress. She began her career as a child actress, notably in 2006 top-grossing blockbuster The Host. Go also starred in the high school TV drama Mas",Go Ah-sung
Q291573,"Greta Salóme Stefánsdóttir (born 11 November 1986) is an Icelandic singer and violinist in the Icelandic Symphony Orchestra. She represented Iceland in the Eurovision Song Contest 2012 in Baku, Azerba",Greta Salóme Stefánsdóttir
Q291710,Kimberley Nixon (born 24 September 1985) is a Welsh actress. Nixon is known for her role as Sophy Hutton in the BBC One period drama Cranford and various films and for starring as Josie Jones in the C,Kimberley Nixon
Q291822,"Marina Vladimirovna Shainova (; born March 14, 1986 in Krasnodar Krai) is a Russian weightlifter.  Shainova won the Junior World Championships twice, 2005 in the 58 kg category, and 2006 in the 63 kg ",Marina Shainova
Q292032,"Laurence Leboeuf (born December 13, 1985 in Montreal, Quebec, Canada) is a French Canadian actress. She is the daughter of Diane Lavallée and Marcel Leboeuf.  She played the role of Louise Lavigueur i",Laurence Leboeuf
Q2924622,"Brett Palin (born June 23, 1984 in Nanaimo, British Columbia) is a Canadian ice hockey defenceman and is currently a member of the Grizzly Adams Wolfsburg of the Deutsche Eishockey Liga (DEL).  Playin",Brett Palin
Q2925902,"Brock Christian Nelson (born October 15, 1991) is an American ice hockey player currently playing for the New York Islanders of the National Hockey League (NHL).  Nelson was drafted in the first round",Brock Nelson
Q292605,"Erica Ellyson (born October 1, 1984) is an American softcore model and actress who was Penthouse's Pet of the Month for January 2007 and Pet of the Year for 2008.   Biography  Ellyson was raised in Hu",Erica Ellyson
Q292708,"Randi Jayne Zuckerberg (born February 28, 1982) is an American businesswoman. She is the former Director of Market Development and Spokeswoman for Facebook, and a sister of the company's co-founder an",Randi Zuckerberg
Q293005,"Madoka Harada (原田窓香, born December 15, 1985) is a Japanese luger who has competed since 2004. Competing in two Winter Olympics, she earned her best finish of 13th in the women's singles event at Turin",Madoka Harada
Q293246,"Liu Qiuhong (; born November 26, 1988 in Mudanjiang, Heilongjiang) is a Chinese female short track speed skater.olympic.cn  Liu made her Olympic debut in Vancouver, skating in all four events: 500m, 1",Liu Qiuhong
Q293397,"Óscar Muñoz Oviedo (born 9 May 1993) is a Colombian taekwondo practitioner who won a bronze medal at the 2012 Summer Olympics in London in the under -58 kg weight class, beating Pen-Ek Karaket. This w",Óscar Muñoz
Q293503,Óscar Alfredo Ustari (born 3 July 1986) is an Argentine footballer who plays for Newell's Old Boys as a goalkeeper.  After starting out at Independiente he spent most of his professional career in Spa,Óscar Ustari
Q2944008,"Hermenegildo da Costa Paulo Bartolomeu, simply known as Geraldo (born November 23, 1991), is an Angolan international football midfielder who plays for Brazilian Série A club Coritiba.   Career   Earl",Hermenegildo da Costa Paulo Bartolomeu
Q2944286,"Jamie Louise Anderson (born September 13, 1990) is an American professional snowboarder. She won the gold medal in the inaugural Women's Slopestyle Event at the 2014 Winter Olympics in Sochi, Russia. ",Jamie Anderson (snowboarder)
Q2944676,"[[File:Rowing at the 2012 Summer Olympics – Men's coxless pair Final A.JPG|thumb|Rowing the final (left boat) of the men's coxless pair at the 2012 Summer Olympics.]] William Spencer ""Will"" SatchGRO r",William Satch
Q2946158,Simon Kroon (born 16 June 1993) is a Swedish footballer. He is currently playing for Malmö FF in Allsvenskan. He is the son of the former athletes Johnny Kroon and Annika Lorentzon.  Club career Kroon,Simon Kroon
Q294806,"César Azpilicueta Tanco (; born 28 August 1989) is a Spanish professional footballer who plays for English club Chelsea and the Spanish national team, as a full back.  After playing three seasons in L",César Azpilicueta
Q295786,"César Cielo Filho (, born 10 January 1987) is a Brazilian competitive swimmer who specializes in sprint events. He is the most successful Brazilian swimmer in history, having obtained three Olympic me",César Cielo
Q295803,"Thomas William ""Tom"" Hiddleston (born 9 February 1981) is an English actor. He is known for playing the character of Loki in the Marvel Studios films Thor (2011), The Avengers (2012), and Thor: The Da",Tom Hiddleston
Q295866,"Ernests Gulbis (, born August 30, 1988, and nicknamed ""The Gull"" or ""Ernie"") is a Latvian professional tennis player. In 2008, Gulbis won his first ATP Tour doubles title at the U.S. Men's Clay Court ",Ernests Gulbis
Q296207,"Christopher Mark ""Chris"" Eagles (born 19 November 1985) is an English footballer who plays for Blackpool. Primarily an attacking midfielder/winger he has previously played for Manchester United, Watfo",Chris Eagles
Q296341,Demba Ba (born 25 May 1985) is a professional footballer who plays as a striker for Beşiktaş and the Senegal national team.  He made his first-team debut with French team Rouen in 2005 before moving t,Demba Ba
Q296621,Jermaine Anthony Jenas ( ;) born 18 February 1983) is an English professional footballer central midfielder who is currently a free agent after his Queens Park Rangers contract expired at the end of t,Jermaine Jenas
Q297064,"Christopher Chace Crawford (born July 18, 1985), known professionally as Chace Crawford, is an American actor. He is known for his portrayal of Nate Archibald on The CW's teen drama series Gossip Girl",Chace Crawford
Q297128,"David Clayton HenrieAccording to the State of California. California Birth Index, 1905–1995. Center for Health Statistics, California Department of Health Services, Sacramento, California. Searchable ",David Henrie
Q2972731,"Cindy Busby (born March 18, 1983https://twitter.com/JewelStaite/status/313671440929017856) is a Canadian actress. She is best known for her role as Ashley Stanton on Heartland.The rising career of Can",Cindy Busby
Q2975472,"María Clara Alonso (born February 2, 1990 in Rosario, Argentina) is an Argentine actress, singer, and television hostess. She debuted as an actress in the 2007 Argentine remake of High School Musical.",María Clara Alonso
Q298249," is a Japanese actress best known for her performances in One Missed Call and Battle Royale.http://www.imdb.com/name/nm1179806/bio  Filmography  Movies  Battle Royale (2000), as Hirono Shimizu  One Mi",Anna Nagata
Q298271,"Milorad Čavić (, ; born May 31, 1984) is a retired US-born Serbian swimmer.  Swimming career  Born in Anaheim, California and a citizen of both Serbia and the United States, he attended Tustin High Sc",Milorad Čavić
Q299450,"Tiago Manuel Dias Correia (born 12 July 1990), better known by his nickname Bebé, is a Portuguese professional footballer who plays as a winger for Benfica. Abandoned by his parents at a young age, Be",Bebé
Q2995045,"Constantine Michael Louloudis (born 15 September 1991) is a Greek-British rower.   He was a King's Scholar at Eton College, where he learned to row in 2007 (his second year at the school) and was the ",Constantine Louloudis
Q299750,"Theodor Gebre Selassie (born 24 December 1986) is a Czech football defender who plays for the Bundesliga team Werder Bremen. He signed a four-year contract with the club in June 2012, joining from the",Theodor Gebre Selassie
Q299768,"Eduardo dos Reis Carvalho (born 19 September 1982 in Mirandela), known as simply Eduardo, is a Portuguese professional footballer who plays for Croatian club GNK Dinamo Zagreb and the Portuguese natio",Eduardo Carvalho
Q299779,Salvatore Sirigu (; born 12 January 1987) is an Italian footballer who plays as a goalkeeper for Ligue 1 club Paris Saint-Germain and Italy national football team. Since 2010 he has been a regular mem,Salvatore Sirigu
Q299822,"Yuderqui Maridalia Contreras, also known as Yudelkis Contreras, (born March 27, 1986) is a Dominican Republican female weightlifter. She is two-time gold medal winner in Pan American Games, in 2007 an",Yuderqui Contreras
Q3011558,"Daan Olivier (born 24 November 1992 in Oegstgeest) is a Dutch cyclist. He is a member of the professional cycling team, .  Palmarès  2010 2nd Overall Liège–La Gleize 1st Stage 2 (TTT) 2nd Overall GP R",Daan Olivier
Q3014680,"Daniel Andrew Sharman (born 25 April 1986) is an English actor from Hackney, London best known for his role as Ares in the 2011 fantasy film Immortals and as Isaac Lahey in the MTV supernatural drama ",Daniel Sharman
Q3015217,"Daniel Bois (born June 1, 1983) is a Canadian professional ice hockey winger for EHC München of the Deutsche Eishockey Liga (DEL).  Playing career Bois was drafted in the 3rd round, 97th overall in th",Danny Bois
Q301600,Ben Saunders (born 9 July 1983) is a Dutch singer who won the first-ever title of the Dutch singing competition series The Voice of Holland broadcast on RTL 4. The final of 2010–2011 season was held l,Ben Saunders (singer)
Q3017155,"David Joseph Colditz (born August 13, 1991), commonly known as Dave Days, is a musician, entertainer and YouTube personality from Downingtown, Pennsylvania, currently living in Los Angeles, California",Dave Days
Q301827,Aaron Chancellor Miller is an American actor. He is best known for his role as Jupiter Jones in the Three Investigators.  External links    Category:1993 births Category:Living people Category:Male ac,Chancellor Miller
Q302046,"Aaron Gate (born 26 November 1990) is a New Zealand racing cyclist. He won a bronze medal at the 2012 Summer Olympics in the team pursuit event with teammates Sam Bewley,  Marc Ryan, Jesse Sergent and",Aaron Gate
Q302178,"Aaron Lindsay Johnson (April 30, 1983) is a Canadian professional ice hockey player. Johnson is currently under contract to the National Hockey League (NHL)'s Ottawa Senators. He was a third-round sel",Aaron Johnson (ice hockey)
Q3036863,"Qualin Dont'a Hightower (born March 12, 1990) is an American football linebacker for the New England Patriots of the National Football League (NFL). He played college football for the University of Al",Dont'a Hightower
Q3037842,"Julie Wu Chu (born March 13, 1982) is an American Olympic ice hockey player who plays the position of forward on the United States women's ice hockey team and the position of defense on the Montreal S",Julie Chu
Q3049484,"Thomas Gamiette (born 21 June 1986) is a Guadeloupe international footballer who played in Ligue 2 for Reims and Tours and in the Thai Premier League for BEC Tero Sasana. Currently, he plays as a midf",Thomas Gamiette
Q3055444,"Robert Linus Alexander Klasen (born February 19, 1986) is a Swedish professional ice hockey player, currently playing for Luleå HF of the Swedish Swedish Hockey League (SHL).  Playing career Klasen st",Linus Klasen
Q3067101,Pierre-Ambroise Bosse (born 11 May 1992 in Nantes) is a French athlete competing in middle distances. His personal outdoor best is 1:42.53 set in Monaco on 18 Jul 2014.  Bosse won the bronze medal at ,Pierre-Ambroise Bosse
Q306872,"Abby Bishop (born 29 November 1988) is an Australian professional basketball forward/center.  In the United States, she played for the WNBA's Seattle Storm in 2010 when the team won a league champions",Abby Bishop
Q30767,"Caroline Wozniacki (, ; born 11 July 1990) is a Danish professional tennis player. She is a former World No. 1 on the WTA Tour, having held this position for 67 weeks.  She was the first woman from a ",Caroline Wozniacki
Q3078377,"Jason Young (born 21 March 1991) is a Jamaican sprinter, competing in the 100 metres and 200 metres.   Jason is a student at University of the West Indies, Mona and won a joint silver medal in the 200",Jason Young (sprinter)
Q307861,"Abdelbasset Hannachi (* 2. Februar 1985) ist ein algerischer Radrennfahrer.  2003, 2006 und 2009 wurde Abdelbasset Hannachi arabischer Meister im Straßenrennen. Bei der B-Weltmeisterschaft in Kapstadt",Abdelbasset Hannachi
Q307863,Özgür Öçal (born 5 October 1981) is a Turkish professional footballer who plays as a midfielder for Gaziantep Büyükşehir Belediyespor.  References  External links    Category:1981 births Category:Livi,Özgür Öçal
Q3078663,"Zemgus Girgensons (born January 5, 1994) is a Latvian ice hockey player currently playing for the Buffalo Sabres of the NHL. Girgensons was selected 14th overall in the 2012 NHL Entry Draft by the Sab",Zemgus Girgensons
Q308362,"Abdou Razack Traoré (born 28 December 1988 in Abidjan) is an Ivorian-born Burkinabe footballer, who plays for Karabükspor.  Career  Rosenborg Traoré played for Raja Casablanca before he ended his cont",Abdou Razack Traoré
Q3090753,"Maik Baumgarten (born April 26, 1993) is a German footballer who plays for Rot-Weiss Erfurt. He made his debut for the club in December 2010, as a substitute for Denis-Danso Weidlich in a 4–0 win over",Maik Baumgarten
Q309783,"Blake Austin Griffin (born March 16, 1989) is an American professional basketball player who currently plays for the Los Angeles Clippers of the National Basketball Association (NBA).  Griffin had a r",Blake Griffin
Q309911,"Peter Sagan (born 26 January 1990) is a Slovak professional road bicycle racer for World Tour team . Sagan had a successful junior cyclo-cross and mountain bike racing career, winning the Junior World",Peter Sagan
Q309986,"Sun Yang (; born 1 December 1991 in Hangzhou, Zhejiang; ancestral home Huai'nan, Anhui)Sun's bio page from China's 2008 Olympic team website; retried 2011-01-19. is a Chinese Olympic and world-record-",Sun Yang
Q3103790,"Georgina Klug (* 11. Juni 1984 in Santa Fe) ist eine argentinische Volleyball und Beachvolleyballspielerin.   Karriere Halle  Klug spielte seit 1997 Hallenvolleyball, zunächst beim heimatlichen Regata",Georgina Klug
Q310402,"Scott Andrew Sinclair (born 25 March 1989) is an English footballer who plays for Premier League club Manchester City. Sinclair plays as a winger, having previously played for Bristol Rovers, Chelsea,",Scott Sinclair
Q310553,"Malcolm David Kelley (born May 12, 1992), sometimes credited as just Malcolm Kelley, is an American actor and a singer. He is best known for portraying the character Walt Lloyd on the ABC series Lost ",Malcolm David Kelley
Q310596, is a Japanese football player. He plays for J. League division 1 side Júbilo Iwata. He is right-footed and mainly plays right full back for the club but he is often employed in the left for Japan nat,Yūichi Komano
Q310625,"Marc Bartra Aregall (, ; born 15 January 1991) is a Spanish professional footballer who plays for FC Barcelona as a central defender.  Club career thumb|right|Marc Bartra arriving in Glasgow with Barc",Marc Bartra
Q310673,"Jong Tae-Se (romanization used by FIFA; hangul: 정대세; hanja: 鄭大世; also spelled as  in Japan and Germany) born 2 March 1984 in Nagoya, Aichi Prefecture, Japan) is a North Korean footballer currently pla",Jong Tae-se
Q311061,Alexander Dale Oen (; 21 May 198530 April 2012) was a Norwegian swimmer. He represented the clubs Vestkantsvømmerne (1995–2010) and Bærumsvømmerne (2011–2012). Dale Oen's gold at the 2008 European Cha,Alexander Dale Oen
Q311328,"Mišo Brečko (;  born 1 May 1984 in Trbovlje) is a Slovenian footballer who plays as a defender for German club 1. FC Köln and the Slovenian national team.  Club career Born in Trbovlje, he started his",Mišo Brečko
Q311678,"Jason Scott Dolley (born July 5, 1991) is an American actor and musician, best known for his roles in various Disney Channel projects. These include Newton ""Newt"" Livingston III on Cory in the House, ",Jason Dolley
Q311906,"""Oleksandr Dolgopolov"" redirects here. For his father, see Oleksandr Dolgopolov, Sr.  Alexandr Dolgopolov () (born 7 November 1988), formerly known as Oleksandr Dolgopolov, Jr., is the top-ranked Ukra",Alexandr Dolgopolov
Q312036,"Ioannis ""Giannis"" Fetfatzidis (; born 21 December 1990) is a Greek footballer who currently plays for Genoa and the Greek national team. Primarily a winger, Fetfatzidis is a mazy dribbler with excelle",Giannis Fetfatzidis
Q312146,Andrea Dossena (born 11 September 1981 in Lodi) is an Italian footballer who plays as a left winger or left back for English League One club Leyton Orient.  Dossena started his professional career at ,Andrea Dossena
Q312521,"Jake T. Austin (born December 3, 1994) is an American actor and voice actor. Beginning a career as a child actor at the age of seven, Austin is a five-time Young Artist Award nominee, best known for h",Jake T. Austin
Q312892,"Jérémy Mathieu (born 29 October 1983) is a French professional footballer who plays for Spanish club FC Barcelona. Mainly a central defender, he can also play as a left back.  Club career  Sochaux Mat",Jérémy Mathieu
Q313051,Denis Alexeyevich Kolodin (; born 11 January 1982 in Kamyshin) is an association footballer who plays as defender for FC Volga Nizhny Novgorod.  Kolodin was called up to the Russia squad for UEFA Euro,Denis Kolodin
Q313082,"Diego Alves Carreira (born 24 June 1985), known as Alves, is a Brazilian professional footballer who plays for Spanish club Valencia CF as a goalkeeper.  Club career Brazil / Almería Alves was born in",Diego Alves
Q313095,"James Martin Lafferty (born July 25, 1985) is an American actor, director and producer. He is best known for his portrayal of Nathan Scott on The CW television series One Tree Hill.  Early life Laffer",James Lafferty
Q313111,"Marc Muniesa Martínez (born 27 March 1992) is a Spanish professional footballer who plays for Premier League club Stoke City. Mainly a central defender, he can also play as a left back.  Muniesa began",Marc Muniesa
Q313112,Lasse Schöne (born 27 May 1986) is a Danish professional footballer plays for Eredivisie club Ajax and the Denmark national team as a midfielder or winger.  He has spent his entire professional career,Lasse Schöne
Q313145,"Colin Kazim-Richards (born 26 August 1986), also known as Colin Kâzım, Kâzım or Kâzım Kâzım, is a professional footballer who plays for Feyenoord (on loan from Bursaspor) and internationally for Turke",Colin Kazim-Richards
Q313161,"Claudio Andrés Bravo Muñoz (; born 13 April 1983) is a Chilean professional footballer who plays for Spanish club FC Barcelona and the Chilean national team, as a goalkeeper. He set a new La Liga reco",Claudio Bravo (footballer)
Q313170,Jan Bert Lieve Vertonghen (; born 24 April 1987) is a Belgian footballer who plays as a defender for English club Tottenham Hotspur and the Belgian national team. A left-footed player who usually play,Jan Vertonghen
Q313307,"Jean André Emanuel Beausejour Coliqueo (; born 1 June 1984), nicknamed Palmatoria,  is a Chilean footballer who plays for Chilean club Colo-Colo. He previously played for Universidad Católica, U. de C",Jean Beausejour
Q313388,"Jonah Hill Feldstein (born December 20, 1983), better known as Jonah Hill, is an American actor, filmmaker, and comedian. He is a two-time Academy Award nominee, for his performances in the films Mone",Jonah Hill
Q313544,Alexandros Tziolis (; born 13 February 1985) is a Greek professional footballer who plays for PAOK FC and the Greek national team as a defensive midfielder.  Club career  Early club career Tziolis beg,Alexandros Tziolis
Q313570,"Anderson Hernanes de Carvalho Viana Lima (born 29 May 1985), known as Hernanes (), is a Brazilian professional footballer who  plays in Italy for Serie A club Internazionale as a central midfielder.  ",Hernanes
Q313582,Javier Garrido Behobide (born 15 March 1985) is a Spanish footballer who plays for Norwich City. He is a left back characterized by his constant overlapping runs.  Club career  Real Sociedad Born in I,Javier Garrido
Q313694,"Stephen Patrick Hunt (born 1 August 1981) is an Irish international footballer who plays for Championship club Ipswich Town.  Hunt's position is left midfield, although he can also play at left back a","Stephen Hunt (footballer, born 1981)"
Q313961,"Patrick John Miguel van Aanholt (born 29 August 1990) is a Dutch footballer who plays for Sunderland as a left back.  He began his professional career at Chelsea, where he was used sparingly, spending",Patrick van Aanholt
Q314107,"Travis Lazarus ""Travie"" McCoy (born August 6, 1981) is an American singer and rapper. He is the lead vocalist of the rap rock band Gym Class Heroes, in addition to having a solo career.  McCoy became ",Travie McCoy
Q314138,"Pablo Ibáñez Tébar (born 3 August 1981), sometimes known as just Pablo, is a Spanish footballer who plays as a centre back. He has been a free agent since leaving Birmingham City at the end of the 201",Pablo Ibáñez
Q314304,"Gilles Müller (born May 9, 1983) is a Luxembourgish professional tennis player. He was a US Open quarterfinalist in 2008 and is the most successful male tennis player in the history of his country. He",Gilles Müller
Q314427,"Kevin Michael McHale (born June 14, 1988) is an American actor, dancer, and singer. Formerly of the boy band NLT, McHale is best known for his role as Artie Abrams on the Fox television series Glee. H",Kevin McHale (actor)
Q314617,"Diego López Rodríguez (; born 3 November 1981) is a Spanish professional footballer who plays for Italian club A.C. Milan as a goalkeeper.  After spending seven years under contract with Real Madrid, ",Diego López Rodríguez
Q314659,"Rupert Friend (born 9 October 1981) is an English film actor, writer and director, who is best known for his roles as Mr. Wickham in the 2005 film Pride and Prejudice, Lieutenant Kurt Kotler in the 20",Rupert Friend
Q314724,"Vladimir Sergeyevich Bystrov () born 31 January 1984 in Luga, Leningrad Oblast) is an association football right winger who currently plays for FC Krasnodar and also represents Russia. He is renowned ",Vladimir Bystrov
Q314877,"Patrick Martin Stumph (born April 27, 1984), known professionally as Patrick Vaughn Stump,Patrick Stump tweet on middle name. Twitter. Retrieved January 16, 2014.G5135CVT-PS Patrick Stump Signature Se",Patrick Stump
Q314920,"Barri Griffiths (born 13 January 1982) is a Welsh professional wrestler and former Gladiators competitor, also known as Goliath and by his ring name Mason Ryan. He is best known for his time with WWE.",Mason Ryan
Q315327,Stanislav Šesták (born 16 December 1982) is a Slovak football striker who plays for VfL Bochum and the Slovakia national football team.  Club career  Slovakia Šesták made his first football steps in D,Stanislav Šesták
Q315649,"Adam Matuszczyk (; born 14 February 1989) is a Polish footballer who plays for 1. FC Köln and is a member of the Poland national team. Naturally a left midfielder, he can also be deployed as a defensi",Adam Matuszczyk
Q315740,"Michael Frater O.D (born October 6, 1982 in Manchester, Jamaica) is a sprinter who specialises in the 100 metres event. He won a silver medal at the 2005 World Championships and a gold medal at the 20",Michael Frater
Q315855,"Robert Michael Sheehan; (; born 7 January 1988) is an Irish actor. He is best known for television roles such as Nathan Young in Misfits and Darren in Love/Hate, as well as the 2009 film Cherrybomb al",Robert Sheehan
Q315993,"Paweł Thomik (; born January 25, 1985 in Zabrze) is a Polish-German footballer who plays for VfL Osnabrück.  Career  Club In July 2011, he joined Górnik Zabrze on three-year contract.Paweł Thomik podp",Paweł Thomik
Q316187,"Elisha Nelson ""Eli"" ManningPlayer: Eli Manning-Personal. New York Giants official website. Retrieved 201-10-14. (born January 3, 1981) is an American football quarterback for the New York Giants of th",Eli Manning
Q316253,Andrea Bargnani  (born 26 October 1985) is an Italian professional basketball player who currently plays for the New York Knicks of the National Basketball Association (NBA). He was selected first ove,Andrea Bargnani
Q316467,"Dídac Vilà Rosselló (born 9 June 1989) is a Spanish professional footballer who plays for SD Eibar on loan from A.C. Milan as a left back.  Club career  Espanyol Born in Mataró, Barcelona, Catalonia, ",Dídac Vilà
Q316625,"Thomas Enevoldsen (born 27 July 1987 in Aalborg) is a Danish professional football midfielder, who currently plays for AaB, on loan from KV Mechelen, where he has a contract running until June 2015. H",Thomas Enevoldsen
Q316756,"Jonathan Adam Saunders ""Jay"" Baruchel (born April 9, 1982) is a Canadian actor and comedian. He has appeared in supporting roles in box office successes Million Dollar Baby, Knocked Up and Tropic Thun",Jay Baruchel
Q316923,Vurnon San Benito Anita (born 4 April 1989) is a professional footballer who plays as a midfielder for Newcastle United and the Netherlands national team.  Career  Early career In his youth years on C,Vurnon Anita
Q317169,"Edward Maya (born Eduard Marian Ilie; 29 June 1986) is a Romanian DJ, musician, producer, performer, and composer. He graduated from George Enescu Music High School in Bucharest and is currently a fin",Edward Maya
Q317285,"Syed Abdul Jalil Waiz (born September 17, 1991) is a male badminton player from Afghanistan.  Syed Abdul Jalil Waiz is currently the dominant men's singles player in Afghanistan. Jalil started playing",Abdul Jalil (badminton)
Q317634,"Abdullah Halman (born 15 August 1987), is a Turkish footballer who plays as a striker for Gaziantep Büyükşehir Belediyespor.  External links  Profile at TFF.org   Category:1987 births Category:Living ",Abdullah Halman
