"HITID","qid","en_label","aggregate_group","Worker1","Answer1","Worker2","Answer2","Agreement","Answer","Date"
"3S8APUMBJWI8AJ0WNVBDYT9OO2JFB9","http://wikidata.org/wiki/Q1361181","role-playing","","A16G716K9428HM","English-speaking","A1GKEEI844CEKI","English-speaking","Yes","English-speaking","Wed Oct 29 14:26:24 UTC 2014"
"32L724R85KJUO43W78ZZWAR5LYQPIV","http://wikidata.org/wiki/Q13496558","Bishopric of Brixen","","A1GKEEI844CEKI","Catholic European","A2WNW8A4MOR7T7","Catholic European","Yes","Catholic European","Wed Oct 29 17:07:02 UTC 2014"
"32FESTC2NGPG36PSWK27VDG9GAYUCU","http://wikidata.org/wiki/Q652","Italian","","A1GKEEI844CEKI","Catholic European","AWRAXV1RIYR0M","Catholic European","Yes","Catholic European","Wed Oct 29 14:48:51 UTC 2014"
"3D3B8GE891Q1D3AT3ETMJHS2283P9C","http://wikidata.org/wiki/Q641","Venice","","A1GKEEI844CEKI","Catholic European","A1VS2PFZRWWPO3","Catholic European","Yes","Catholic European","Wed Oct 29 13:40:49 UTC 2014"
"37MQ8Z1JQDVKMXHV9SAQMLD007X2YS","http://wikidata.org/wiki/Q170174","Papal States","","A1G05O3HM7DNVZ","Catholic European","A1GKEEI844CEKI","Catholic European","Yes","Catholic European","Wed Oct 29 12:41:54 UTC 2014"
"3N2YPY1GI5XVDJY6X1I7HNIVFTKEVW","http://wikidata.org/wiki/Q237","Vatican City","","A1GKEEI844CEKI","Catholic European","A26L95RMC7I9TB","Catholic European","Yes","Catholic European","Wed Oct 29 14:07:26 UTC 2014"
"3126F2F5F72I8Z1ABP98BVTDT5JEPB","http://wikidata.org/wiki/Q340","Montreal","","A16G716K9428HM","English-speaking","A1GKEEI844CEKI","English-speaking","Yes","English-speaking","Wed Oct 29 14:30:21 UTC 2014"
"360ZO6N6J0IVS0DGBY1U2DY7X3SM9D","http://wikidata.org/wiki/Q426025","Duchy of Savoy","","A1GKEEI844CEKI","Catholic European","AWRAXV1RIYR0M","Catholic European","Yes","Catholic European","Wed Oct 29 13:48:14 UTC 2014"
"3FTID4TN8KXQNJ33JYSV1HC967NLYZ","http://wikidata.org/wiki/Q193619","Union of South Africa","","A1GKEEI844CEKI","Africa","A2P6VK1US8OTC5","Africa","Yes","Africa","Wed Oct 29 13:37:56 UTC 2014"
"3R16PJFTS2QZ56719RSN6SVNM6K4KV","http://wikidata.org/wiki/Q953","Zambia","","A1GKEEI844CEKI","Africa","AWRAXV1RIYR0M","Africa","Yes","Africa","Wed Oct 29 13:49:27 UTC 2014"
"3EN4YVUOUBRVSOPTBHUG2OS80COJXP","http://wikidata.org/wiki/Q30431","Е","","A1GKEEI844CEKI","English-speaking","A2WNW8A4MOR7T7","English-speaking","Yes","English-speaking","Wed Oct 29 17:08:01 UTC 2014"
"32FESTC2NGPG36PSWK27VDG9GAZCUD","http://wikidata.org/wiki/Q58326","French Second Republic","","A1GKEEI844CEKI","Catholic European","A26L95RMC7I9TB","Catholic European","Yes","Catholic European","Wed Oct 29 14:02:41 UTC 2014"
"3GONHBMNHUXAYRVTFWVTF100C6HMZT","http://wikidata.org/wiki/Q172579","Kingdom of Italy","","A16G716K9428HM","Catholic European","A1GKEEI844CEKI","Catholic European","Yes","Catholic European","Wed Oct 29 14:30:39 UTC 2014"
"3SNR5F7R91SQRDE6YUJO2YS17RPIE4","http://wikidata.org/wiki/Q133032","Hungarian people","","A1GKEEI844CEKI","Catholic European","A26L95RMC7I9TB","Catholic European","Yes","Catholic European","Wed Oct 29 14:07:34 UTC 2014"
"3XQ4XW3OD8BNQB5MAMI14ZPZJM0S23","http://wikidata.org/wiki/Q32768","Anglo-Saxons","","A16G716K9428HM","English-speaking","A1GKEEI844CEKI","English-speaking","Yes","English-speaking","Wed Oct 29 14:26:58 UTC 2014"
"3X878VYTIDHL87X6AEZXTRNS5CSF7N","http://wikidata.org/wiki/Q1030","Namibia","","A16G716K9428HM","Africa","A1GKEEI844CEKI","Africa","Yes","Africa","Wed Oct 29 14:27:50 UTC 2014"
"3BVS8WK9QZUSKA2MO3HY1QMG4UCIB4","http://wikidata.org/wiki/Q1179","Aquitaine","","A1GKEEI844CEKI","Catholic European","A26L95RMC7I9TB","Catholic European","Yes","Catholic European","Wed Oct 29 14:00:02 UTC 2014"
"3VJ4PFXFJ26SARSUC66GPIQLG7DUAS","http://wikidata.org/wiki/Q45670","Kingdom of Portugal","","A1GKEEI844CEKI","Catholic European","AWRAXV1RIYR0M","Catholic European","Yes","Catholic European","Wed Oct 29 14:25:54 UTC 2014"
"388FBO7JZQSGBJ6OVB8AE9GYB2ONY4","http://wikidata.org/wiki/Q1723904","Kaw people","","A1GKEEI844CEKI","English-speaking","A26L95RMC7I9TB","English-speaking","Yes","English-speaking","Wed Oct 29 14:03:43 UTC 2014"
"3KWGG5KP6I1XQYKJNIBL43ZF3OVMCU","http://wikidata.org/wiki/Q27394","Southern Africa","","A1GKEEI844CEKI","Africa","AWRAXV1RIYR0M","Africa","Yes","Africa","Wed Oct 29 14:26:11 UTC 2014"
"3TLFH2L6Y8NO5BI1ZMNRE4LLL5F2T3","http://wikidata.org/wiki/Q1188046","Yan","","A1GKEEI844CEKI","Confucian","A2WNW8A4MOR7T7","Confucian","Yes","Confucian","Wed Oct 29 17:15:02 UTC 2014"
"3L60IFZKF2H2FSUOID99NPOZZU1HHP","http://wikidata.org/wiki/Q16635","Guam","","A1GKEEI844CEKI","English-speaking","A26L95RMC7I9TB","English-speaking","Yes","English-speaking","Wed Oct 29 14:21:28 UTC 2014"
"3YKP7CX6G1EVVQLQ5CD1A1W7QE17BY","http://wikidata.org/wiki/Q9067","Hungarian","","A1GKEEI844CEKI","Catholic European","A26L95RMC7I9TB","Catholic European","Yes","Catholic European","Wed Oct 29 14:07:10 UTC 2014"
"3P6ENY9P78V2BN58OVRUN1PEZ7HIHK","http://wikidata.org/wiki/Q15296811","draughtsperson","","A16G716K9428HM","English-speaking","A1GKEEI844CEKI","English-speaking","Yes","English-speaking","Wed Oct 29 14:33:07 UTC 2014"
"3E6L1VR4XVL247J1R4U5NDNWA18F6O","http://wikidata.org/wiki/Q693570","Duchy of Ferrara","","A1GKEEI844CEKI","Catholic European","AWRAXV1RIYR0M","Catholic European","Yes","Catholic European","Wed Oct 29 14:23:16 UTC 2014"
"3N5YJ55YXF2FF18LF5UUBNYR8BLANH","http://wikidata.org/wiki/Q1000","Gabon","","A1GKEEI844CEKI","Africa","AWRAXV1RIYR0M","Africa","Yes","Africa","Wed Oct 29 14:48:25 UTC 2014"
"3J94SKDEKHO9NJ5RVFPA776B2TID5W","http://wikidata.org/wiki/Q1649871","History of Poland during the Jagiellon dynasty","","A1GKEEI844CEKI","Catholic European","A1VS2PFZRWWPO3","Catholic European","Yes","Catholic European","Wed Oct 29 13:41:28 UTC 2014"
"3IWA71V4THFJ4TAMRY0RTKN3E646X6","http://wikidata.org/wiki/Q1047264","Wampanoag people","","A1GKEEI844CEKI","English-speaking","A1VS2PFZRWWPO3","English-speaking","Yes","English-speaking","Wed Oct 29 13:41:19 UTC 2014"
"3P7RGTLO6DCE7VNIIS2EJVHNEGGAKC","http://wikidata.org/wiki/Q577055","Sahrawi people","","A16G716K9428HM","Africa","A1GKEEI844CEKI","Africa","Yes","Africa","Wed Oct 29 14:25:51 UTC 2014"
"3O2Y2UIUCPT93M4QT8O6XWSEBWTFKU","http://wikidata.org/wiki/Q11169","?","","A1GKEEI844CEKI","English-speaking","A2WNW8A4MOR7T7","English-speaking","Yes","English-speaking","Wed Oct 29 17:15:11 UTC 2014"
"36D1BWBEHM0KSGSHQPMFSQQTRXJ2M2","http://wikidata.org/wiki/Q683","Samoa","","A1GKEEI844CEKI","English-speaking","AWRAXV1RIYR0M","English-speaking","Yes","English-speaking","Wed Oct 29 14:47:08 UTC 2014"
"34D9ZRXCYQTCVE0QN1BGAH8XVATAST","http://wikidata.org/wiki/Q12548","Holy Roman Empire","","A16G716K9428HM","Catholic European","A1GKEEI844CEKI","Catholic European","Yes","Catholic European","Wed Oct 29 14:27:46 UTC 2014"
"39O0SQZVJM6IBX2F19ZRAG1B803R7U","http://wikidata.org/wiki/Q754","Trinidad and Tobago","","A1GKEEI844CEKI","Latin America","A2WNW8A4MOR7T7","Latin America","Yes","Latin America","Wed Oct 29 01:38:22 UTC 2014"
"36GJS3V78UPK62U3M7UCE2SDXMSGJU","http://wikidata.org/wiki/Q83286","Socialist Federal Republic of Yugoslavia","","A1GKEEI844CEKI","Orthodox","A3HSMUPSPOKD0M","Orthodox","Yes","Orthodox","Wed Oct 29 01:22:34 UTC 2014"
"3W3RSPVVGRQ96AJY9XV6YW6WAJCLU1","http://wikidata.org/wiki/Q83958","Macedonian Empire","","A1GKEEI844CEKI","Orthodox","A3HSMUPSPOKD0M","Orthodox","Yes","Orthodox","Wed Oct 29 01:29:44 UTC 2014"
"36FFXPMST8NC79GBMQ4Z7YL0BGFOHK","http://wikidata.org/wiki/Q786","Dominican Republic","","A1GKEEI844CEKI","Latin America","A2WNW8A4MOR7T7","Latin America","Yes","Latin America","Wed Oct 29 04:52:56 UTC 2014"
"3P4ZBJFX2U20YMY7IM79L7M9Y31WF6","http://wikidata.org/wiki/Q75903","Turkestan Autonomous Soviet Socialist Republic","","A1GKEEI844CEKI","Orthodox","A2WNW8A4MOR7T7","Orthodox","Yes","Orthodox","Wed Oct 29 03:14:44 UTC 2014"
"3R5OYNIC2B8KXIJ71KY3AHTEWF6TPG","http://wikidata.org/wiki/Q77","Uruguay","","A1GKEEI844CEKI","Latin America","A3HSMUPSPOKD0M","Latin America","Yes","Latin America","Wed Oct 29 01:40:32 UTC 2014"
"386659BNTKGG0H3EIGZ3PA9BWO3108","http://wikidata.org/wiki/Q869","Thailand","","A1GKEEI844CEKI","South Asia","A3HSMUPSPOKD0M","South Asia","Yes","South Asia","Wed Oct 29 01:24:39 UTC 2014"
"3M47JKRKCW0TPS9EJQOZDL6ANXV68Y","http://wikidata.org/wiki/Q781","Antigua and Barbuda","","A1GKEEI844CEKI","Latin America","A2QH1BQA6GR48O","Latin America","Yes","Latin America","Wed Oct 29 10:03:41 UTC 2014"
"3DWGDA5POE3WTI4ULDNSA3Z1QKH1V1","http://wikidata.org/wiki/Q819","Laos","","A1GKEEI844CEKI","South Asia","A26L95RMC7I9TB","South Asia","Yes","South Asia","Wed Oct 29 04:10:10 UTC 2014"
"385MDVINFBEG3OK31CYU05E1RAIWJ9","http://wikidata.org/wiki/Q815731","Principality of Bulgaria","","A26L95RMC7I9TB","Orthodox","A3HSMUPSPOKD0M","Orthodox","Yes","Orthodox","Wed Oct 29 05:15:31 UTC 2014"
"38RHULDV9XEK8D0XJUDUO4Z1EVTWIX","http://wikidata.org/wiki/Q800","Costa Rica","","A2WNW8A4MOR7T7","Latin America","A3HSMUPSPOKD0M","Latin America","Yes","Latin America","Wed Oct 29 05:50:35 UTC 2014"
"3IV1AEQ4DQC5DNOL39IOMPBF93FJ8H","http://wikidata.org/wiki/Q7737","Russian","","A2WNW8A4MOR7T7","Orthodox","A3HSMUPSPOKD0M","Orthodox","Yes","Orthodox","Wed Oct 29 03:43:45 UTC 2014"
"3AFT28WXLE1C34RVS8MK7AMFBTUOID","http://wikidata.org/wiki/Q826","Maldives","","A343DCRTGQUY30","South Asia","A3HSMUPSPOKD0M","South Asia","Yes","South Asia","Wed Oct 29 04:50:50 UTC 2014"
"3B286OTISDGJWBH00722IGHAZRFJAL","http://wikidata.org/wiki/Q842","Oman","","A2WNW8A4MOR7T7","Africa","A3HSMUPSPOKD0M","Islamic","No","no_agreement","Wed Oct 29 05:45:02 UTC 2014"
"3B6F54KMR1BG1QNQRIINZGFURGN1SW","http://wikidata.org/wiki/Q757","Saint Vincent and the Grenadines","","A2WNW8A4MOR7T7","Catholic European","A3HSMUPSPOKD0M","English-speaking","No","no_agreement","Wed Oct 29 06:24:39 UTC 2014"
"3FBEFUUYRJ478G2TGO8D9CC5DLWA67","http://wikidata.org/wiki/Q954","Zimbabwe","","A2WNW8A4MOR7T7","Africa","A3HSMUPSPOKD0M","Islamic","No","no_agreement","Wed Oct 29 04:00:06 UTC 2014"
"3QGTX7BCHO1CQKANNXE7YZPEQBRZ5G","http://wikidata.org/wiki/Q790","Haiti","","A2J843CHDXF45T","Latin America","A2WNW8A4MOR7T7","Latin America","Yes","Latin America","Wed Oct 29 05:44:55 UTC 2014"
"3L21G7IH46VDXCZZQOACH23V81J1YA","http://wikidata.org/wiki/Q8798","Ukrainian","","A26L95RMC7I9TB","Orthodox","A3HSMUPSPOKD0M","Orthodox","Yes","Orthodox","Wed Oct 29 05:47:28 UTC 2014"
"3OWZNK3RYKO35OXQZRD1J07N4JLU2L","http://wikidata.org/wiki/Q221","Republic of Macedonia","","A26L95RMC7I9TB","Orthodox","A3HSMUPSPOKD0M","Orthodox","Yes","Orthodox","Wed Oct 29 04:55:34 UTC 2014"
"3YD0MU1NC10QCGGYZYD5FQC18WG7A3","http://wikidata.org/wiki/Q183","Germany","","A2UFJC7YN3N0YX","Protestant European","A3HSMUPSPOKD0M","Protestant European","Yes","Protestant European","Wed Oct 29 03:01:50 UTC 2014"
"3UAU495MIHRHCVMVMPBYQDAQ5OHOUL","http://wikidata.org/wiki/Q354100","Kaza","","A2WNW8A4MOR7T7","South Asia","A3HSMUPSPOKD0M","South Asia","Yes","South Asia","Wed Oct 29 06:11:41 UTC 2014"
"3D5G8J4N593X22G3NW72G9IWI37TV1","http://wikidata.org/wiki/Q20","Norway","","A2W2ZEI7WUASOW","Protestant European","A3HSMUPSPOKD0M","Protestant European","Yes","Protestant European","Wed Oct 29 03:44:59 UTC 2014"
"3FULMHZ7OTWUVU74U353L5NRBBF4M0","http://wikidata.org/wiki/Q206411","Democratic Republic of Azerbaijan","","A2WNW8A4MOR7T7","Orthodox","A3HSMUPSPOKD0M","Orthodox","Yes","Orthodox","Wed Oct 29 05:27:01 UTC 2014"
"3WYZV0QBFICPA5RHNPHZ409VS7FBXW","http://wikidata.org/wiki/Q18727","Cyclone Catarina","","A2WNW8A4MOR7T7","Latin America","A3HSMUPSPOKD0M","Latin America","Yes","Latin America","Wed Oct 29 04:42:29 UTC 2014"
"3TCFMTM8HDNNWR6SX33H8Y2QTMN12S","http://wikidata.org/wiki/Q188","German","","A2J843CHDXF45T","Protestant European","A3HSMUPSPOKD0M","Protestant European","Yes","Protestant European","Wed Oct 29 01:57:27 UTC 2014"
"3MJ9GGZYO25JQFJSTMWAJZVTXGUA2Q","http://wikidata.org/wiki/Q186320","Grand Duchy of Baden","","A2WNW8A4MOR7T7","Protestant European","A3HSMUPSPOKD0M","Protestant European","Yes","Protestant European","Wed Oct 29 03:32:20 UTC 2014"
"338431Z1FKEPW3UEIVGTL2N6YPDORH","http://wikidata.org/wiki/Q207162","Bourbon Restoration","","A3HSMUPSPOKD0M","Catholic European","A2WNW8A4MOR7T7","English-speaking","No","no_agreement","Wed Oct 29 03:26:39 UTC 2014"
"3RTFSSG7T75MYE834XA7GKRTVZNLW0","http://wikidata.org/wiki/Q186096","Tsardom of Russia","","A3HSMUPSPOKD0M","Orthodox","ABM77ZQWCHPNX","Orthodox","Yes","Orthodox","Wed Oct 29 03:35:58 UTC 2014"
"3M4KL7H8KUMBESPTK5FKYBJ29RP169","http://wikidata.org/wiki/Q210551","Viceroyalty of the Río de la Plata","","A1GKEEI844CEKI","Latin America","A3HSMUPSPOKD0M","Latin America","Yes","Latin America","Wed Oct 29 12:56:52 UTC 2014"
"3P0I4CQYVX6U4ZB0HPQZ81VNQ4SOWK","http://wikidata.org/wiki/Q2305208","Soviet Russia","","A343DCRTGQUY30","Orthodox","A3HSMUPSPOKD0M","Orthodox","Yes","Orthodox","Wed Oct 29 08:53:59 UTC 2014"
"3XH7ZM9YX1TMPGQ8G6XBOCSH3QRR96","http://wikidata.org/wiki/Q833","Malaysia","","A2WNW8A4MOR7T7","South Asia","AHZK68L2UCA70","South Asia","Yes","South Asia","Wed Oct 29 06:14:24 UTC 2014"
"3IJ95K7NDWBGPSLO15M4799U66XGNY","http://wikidata.org/wiki/Q189","Iceland","","A2WNW8A4MOR7T7","Protestant European","AHZK68L2UCA70","Protestant European","Yes","Protestant European","Wed Oct 29 04:06:44 UTC 2014"
"341H3G5YFZDDVDOMQR8VH4TN93G0ZW","http://wikidata.org/wiki/Q83572","Sikh Empire","","A26L95RMC7I9TB","South Asia","A2WNW8A4MOR7T7","South Asia","Yes","South Asia","Wed Oct 29 05:13:41 UTC 2014"
"3909MD9T2YG6HMCGXMD3Z1F9RZWEF8","http://wikidata.org/wiki/Q783","Honduras","","A2WNW8A4MOR7T7","Latin America","A3HB9PPUZU565U","Latin America","Yes","Latin America","Wed Oct 29 06:22:19 UTC 2014"
"3XBYQ44Z6O3AHRG8D6CY2B1APC9TWB","http://wikidata.org/wiki/Q96","Mexico","","A2UFJC7YN3N0YX","Latin America","A2WNW8A4MOR7T7","Latin America","Yes","Latin America","Wed Oct 29 03:32:29 UTC 2014"
"3W1K7D6QSAGEF0RWO75K1LP607DBZT","http://wikidata.org/wiki/Q192180","Latvian Soviet Socialist Republic","","A2WNW8A4MOR7T7","Orthodox","ABM77ZQWCHPNX","Orthodox","Yes","Orthodox","Wed Oct 29 06:36:16 UTC 2014"
"334ZEL5JX5E1XIURXKGYBCS2KRWOS5","http://wikidata.org/wiki/Q217230","Empire of Brazil","","A343DCRTGQUY30","Latin America","ABM77ZQWCHPNX","Latin America","Yes","Latin America","Wed Oct 29 09:29:24 UTC 2014"
"336OE47KI1JPUJKXI1CD3TPVMXPWVU","http://wikidata.org/wiki/Q39","Switzerland","","A2WNW8A4MOR7T7","Protestant European","A343DCRTGQUY30","Protestant European","Yes","Protestant European","Wed Oct 29 08:07:14 UTC 2014"
"3DTJ4WT8BCECM33GYY7A2TVR34QZEH","http://wikidata.org/wiki/Q34","Sweden","","A2W2ZEI7WUASOW","Protestant European","A2WNW8A4MOR7T7","Protestant European","Yes","Protestant European","Wed Oct 29 05:02:43 UTC 2014"
"3AC6MFV69JHO6DUIOZFGNWS4VKIZHX","http://wikidata.org/wiki/Q22890","Ireland","","A26L95RMC7I9TB","Catholic European","A2WNW8A4MOR7T7","English-speaking","No","no_agreement","Wed Oct 29 04:28:05 UTC 2014"
"3UOMW19E6C5ZIRZDVJUZN1OTHT5C5U","http://wikidata.org/wiki/Q34266","Russian Empire","","A234WZ4KX8IW07","Orthodox","A343DCRTGQUY30","Orthodox","Yes","Orthodox","Wed Oct 29 09:34:35 UTC 2014"
"38XPGNCKHSZDLH1D8V6U816424R4VH","http://wikidata.org/wiki/Q42211","Vandals","","A1GKEEI844CEKI","Catholic European","A2WNW8A4MOR7T7","English-speaking","No","no_agreement","Wed Oct 29 13:32:33 UTC 2014"
"3BCRDCM0OCTDKTBFSFL23QF1IXP6KH","http://wikidata.org/wiki/Q2429397","Ancient Carthage","","A1GKEEI844CEKI","Africa","A2WNW8A4MOR7T7","Catholic European","No","no_agreement","Wed Oct 29 12:33:35 UTC 2014"
"3MD8CKRQZYMBVS3H2IOOD66KZV3RJ1","http://wikidata.org/wiki/Q962","Benin","","A26L95RMC7I9TB","Africa","A1GKEEI844CEKI","Protestant European","No","no_agreement","Wed Oct 29 12:35:42 UTC 2014"
"3BFF0DJK8WBHAAZZT12X5MYPJZDTSW","http://wikidata.org/wiki/Q184","Belarus","","A1GKEEI844CEKI","Orthodox","A2WNW8A4MOR7T7","Orthodox","Yes","Orthodox","Wed Oct 29 13:41:35 UTC 2014"
"36D1BWBEHM0KSGSHQPMFSQQTRXIM2L","http://wikidata.org/wiki/Q217","Moldova","","A26L95RMC7I9TB","Orthodox","A2WNW8A4MOR7T7","Orthodox","Yes","Orthodox","Wed Oct 29 04:22:49 UTC 2014"
"3TZDZ3Y0JR5YWBRRICIWILA4ZSX19K","http://wikidata.org/wiki/Q36392","Moldovan","","A26L95RMC7I9TB","Orthodox","A2WNW8A4MOR7T7","Orthodox","Yes","Orthodox","Wed Oct 29 08:26:15 UTC 2014"
"3QE4DGPGBQAU3KBIJ078803UFP34GS","http://wikidata.org/wiki/Q811","Nicaragua","","A1GKEEI844CEKI","Latin America","A2WNW8A4MOR7T7","Latin America","Yes","Latin America","Wed Oct 29 12:47:55 UTC 2014"
"3SMIWMMK604PH4VXDB2877NC8QGWU5","http://wikidata.org/wiki/Q231392","Kingdom of Asturias","","A2WNW8A4MOR7T7","Catholic European","A343DCRTGQUY30","English-speaking","No","no_agreement","Wed Oct 29 07:45:45 UTC 2014"
"3VDVA3ILICEDBLEZWIO6A2WR35S1GB","http://wikidata.org/wiki/Q2770","Tula","","A2QH1BQA6GR48O","Africa","A2WNW8A4MOR7T7","Orthodox","No","no_agreement","Wed Oct 29 09:43:35 UTC 2014"
"3NSCTNUR2YMBPC2FB5Y8H6Y5HQLA5R","http://wikidata.org/wiki/Q950644","Carpatho-Ukraine","","A2QH1BQA6GR48O","Orthodox","A2WNW8A4MOR7T7","Orthodox","Yes","Orthodox","Wed Oct 29 09:56:17 UTC 2014"
"3TRB893CSI9RM7T1LY5FBCN46RT7GF","http://wikidata.org/wiki/Q225","Bosnia and Herzegovina","","A1GKEEI844CEKI","Orthodox","A2WNW8A4MOR7T7","Orthodox","Yes","Orthodox","Wed Oct 29 12:26:40 UTC 2014"
"39I4RL8QGIG83G6T36PQT0FVUPG4HR","http://wikidata.org/wiki/Q822","Lebanon","","A26L95RMC7I9TB","Islamic","A2WNW8A4MOR7T7","Islamic","Yes","Islamic","Wed Oct 29 06:08:12 UTC 2014"
"3511RHPADUDHQIRH5301TLJC3K8RL3","http://wikidata.org/wiki/Q214","Slovakia","","A26L95RMC7I9TB","Orthodox","A2WNW8A4MOR7T7","Orthodox","Yes","Orthodox","Wed Oct 29 05:13:15 UTC 2014"
"3HKIF5DF6XWV0QHU0V3ZP8EA1HG9GS","http://wikidata.org/wiki/Q486918","Khwarazmian dynasty","","A1GKEEI844CEKI","Islamic","A2WNW8A4MOR7T7","Islamic","Yes","Islamic","Wed Oct 29 12:31:45 UTC 2014"
"3L1EFR8WWS4PMQLZPBXH7NEY02G9FT","http://wikidata.org/wiki/Q28","Hungary","","A26L95RMC7I9TB","Catholic European","A2WNW8A4MOR7T7","Islamic","No","no_agreement","Wed Oct 29 05:50:46 UTC 2014"
"3QTFNPMJC5HGG9GTRXATSGP0HWRZN6","http://wikidata.org/wiki/Q45646","Umayyad family","","A1SUU1QIRDZXJC","Islamic","A2WNW8A4MOR7T7","Islamic","Yes","Islamic","Wed Oct 29 11:17:51 UTC 2014"
"3A520CCNWMZBLVV8M6RBL04IUJKAES","http://wikidata.org/wiki/Q23792","Palestine","","A1GKEEI844CEKI","Islamic","A2WNW8A4MOR7T7","Islamic","Yes","Islamic","Wed Oct 29 12:42:09 UTC 2014"
"366FYU4PTFOHX84UYX40FE7EZVDEKA","http://wikidata.org/wiki/Q907112","Transnistria","","A2WNW8A4MOR7T7","Orthodox","A343DCRTGQUY30","Orthodox","Yes","Orthodox","Wed Oct 29 06:30:06 UTC 2014"
"3RWO3EJELG8JOY7YZ1ET4BAJ4WFP13","http://wikidata.org/wiki/Q424","Cambodia","","A2WNW8A4MOR7T7","South Asia","A343DCRTGQUY30","South Asia","Yes","South Asia","Wed Oct 29 08:34:00 UTC 2014"
"382GHPVPHRQT98ZUOL0OP6ELBKX43J","http://wikidata.org/wiki/Q43287","German Empire","","A26L95RMC7I9TB","Protestant European","A2WNW8A4MOR7T7","Protestant European","Yes","Protestant European","Wed Oct 29 05:08:05 UTC 2014"
"3FVBZG9CLIDR4SOSK52OHXPIDDZH0N","http://wikidata.org/wiki/Q44806","Ukrainians","","A26L95RMC7I9TB","Orthodox","A2WNW8A4MOR7T7","Orthodox","Yes","Orthodox","Wed Oct 29 08:13:24 UTC 2014"
"3PZDSVZ3J4G0DCS464K3YKCRG1P4N0","http://wikidata.org/wiki/Q218","Romania","","A2WNW8A4MOR7T7","Orthodox","A343DCRTGQUY30","Orthodox","Yes","Orthodox","Wed Oct 29 05:58:03 UTC 2014"
"3CKVGCS3PF4GU128VZENLBWKMOGS0J","http://wikidata.org/wiki/Q30971","French Polynesia","","A26L95RMC7I9TB","Catholic European","A2WNW8A4MOR7T7","English-speaking","No","no_agreement","Wed Oct 29 08:22:38 UTC 2014"
"3T2HW4QDUU6IJE1PY97GZHTV3PO9CI","http://wikidata.org/wiki/Q419","Peru","","A2WNW8A4MOR7T7","Latin America","A343DCRTGQUY30","Latin America","Yes","Latin America","Wed Oct 29 09:34:12 UTC 2014"
"3XU80RHWHYFER4IYOZ57ZB6RPKT444","http://wikidata.org/wiki/Q45315","Berber people","","A2WNW8A4MOR7T7","Africa","A26L95RMC7I9TB","Islamic","No","no_agreement","Wed Oct 29 05:02:31 UTC 2014"
"3EKZL9T8Y7LBYKJ8WLV8CYRJM2WCHB","http://wikidata.org/wiki/Q648515","Belg","","A2BO8M77CS3SGZ","Protestant European","A2WNW8A4MOR7T7","Protestant European","Yes","Protestant European","Wed Oct 29 07:52:45 UTC 2014"
"3OJX0UFJ0Y6E58IPK0SGTNF1APVU9D","http://wikidata.org/wiki/Q265","Uzbekistan","","A26L95RMC7I9TB","Islamic","A2WNW8A4MOR7T7","Islamic","Yes","Islamic","Wed Oct 29 06:11:50 UTC 2014"
"33BFF6QPI0A5IAIEYR67KYXCVDW3W4","http://wikidata.org/wiki/Q190025","Federal Republic of Central America","","A26L95RMC7I9TB","Latin America","A2WNW8A4MOR7T7","Latin America","Yes","Latin America","Wed Oct 29 05:49:00 UTC 2014"
"39WICJI5ASR9C5NJ9EQEJ2RUCF03ZU","http://wikidata.org/wiki/Q222","Albania","","A2WNW8A4MOR7T7","Catholic European","A26L95RMC7I9TB","Islamic","No","no_agreement","Wed Oct 29 08:28:52 UTC 2014"
"3AXFSPQOYPXES2Y8BNOUWHS1W7SJFY","http://wikidata.org/wiki/Q191324","Middle Kingdom of Egypt","","A26L95RMC7I9TB","Africa","A1GKEEI844CEKI","Islamic","No","no_agreement","Wed Oct 29 12:28:15 UTC 2014"
"3ZVPAMTJWM214QDGUC3LGTE473MGRM","http://wikidata.org/wiki/Q210036","Chechen Republic of Ichkeria","","A2WNW8A4MOR7T7","Orthodox","A343DCRTGQUY30","Orthodox","Yes","Orthodox","Wed Oct 29 09:25:13 UTC 2014"
"3RIHDBQ1NDXO76VZ9APMFUWVGG0MH3","http://wikidata.org/wiki/Q6250","Western Sahara","","A2QH1BQA6GR48O","Africa","A2WNW8A4MOR7T7","Islamic","No","no_agreement","Wed Oct 29 10:02:51 UTC 2014"
"3TFJJUELSGO7JUGQD0S1PULHXJF2CK","http://wikidata.org/wiki/Q4437641","Abbassides","","A1SUU1QIRDZXJC","Islamic","A343DCRTGQUY30","Islamic","Yes","Islamic","Wed Oct 29 11:39:12 UTC 2014"
"3M93N4X8HJMNW73UH7OT3GBGLXMJSH","http://wikidata.org/wiki/Q262","Algeria","","A2WNW8A4MOR7T7","Africa","A26L95RMC7I9TB","Islamic","No","no_agreement","Wed Oct 29 06:05:01 UTC 2014"
"37YYO3NWHCPKHC8SATH717U39ARCC2","http://wikidata.org/wiki/Q42620","Palestinian National Authority","","A26L95RMC7I9TB","Islamic","A2QH1BQA6GR48O","Islamic","Yes","Islamic","Wed Oct 29 10:06:51 UTC 2014"
"34YWR3PJ279OQIO7P9KAKJDC13I0XZ","http://wikidata.org/wiki/Q796","Iraq","","A2QH1BQA6GR48O","Islamic","A2WNW8A4MOR7T7","Islamic","Yes","Islamic","Wed Oct 29 10:01:36 UTC 2014"
