"HITID","qid","en_label","aggregate_group","Worker1","Answer1","Worker2","Answer2","Agreement","Answer","Date"
"3MGHRFQY2KODQNEHU56C3XKL39BY02","http://wikidata.org/wiki/Q1604701","Hema people","","A2J843CHDXF45T","Africa","A2WNW8A4MOR7T7","Africa","Yes","Africa","Wed Oct 29 01:44:05 UTC 2014"
"3J94SKDEKHO9NJ5RVFPA776B2TH5DN","http://wikidata.org/wiki/Q2031644","History of the Jews in Russia","","A1GKEEI844CEKI","Orthodox","A3HB9PPUZU565U","Orthodox","Yes","Orthodox","Wed Oct 29 01:25:12 UTC 2014"
"306W7JMRYXXZV4Q9FH57O1S21Y68BL","http://wikidata.org/wiki/Q2795682","Rwenzururu region","","A1GKEEI844CEKI","Africa","A3HSMUPSPOKD0M","Africa","Yes","Africa","Wed Oct 29 01:37:22 UTC 2014"
"3M93N4X8HJMNW73UH7OT3GBGLXLSJP","http://wikidata.org/wiki/Q213396","Wyandot people","","A1GKEEI844CEKI","English-speaking","A26L95RMC7I9TB","English-speaking","Yes","English-speaking","Wed Oct 29 03:55:24 UTC 2014"
"3JVP4ZJHDORR0NZCQNK9H9QXDQE0IZ","http://wikidata.org/wiki/Q399","Armenia","","A1GKEEI844CEKI","Orthodox","AHZK68L2UCA70","Orthodox","Yes","Orthodox","Wed Oct 29 02:16:14 UTC 2014"
"3HXCEECSQLSAS8K7YZJ49WN7LGUZYV","http://wikidata.org/wiki/Q102090","Apache","","A1GKEEI844CEKI","English-speaking","A2WNW8A4MOR7T7","English-speaking","Yes","English-speaking","Wed Oct 29 01:30:15 UTC 2014"
"3JAOYN9IHK18RCGQO7V5F1MFXK133X","http://wikidata.org/wiki/Q28","Hungary","","A1GKEEI844CEKI","Catholic European","A3HSMUPSPOKD0M","Catholic European","Yes","Catholic European","Wed Oct 29 12:48:59 UTC 2014"
"3HRWUH63QT1I9VW4K93D3CI5GXJ5N5","http://wikidata.org/wiki/Q2849692","Anglo-Irish people","","A1GKEEI844CEKI","English-speaking","A2WNW8A4MOR7T7","English-speaking","Yes","English-speaking","Wed Oct 29 01:36:41 UTC 2014"
"3WGZLY9VCGLSA1OTTDWDJRG24JI8DS","http://wikidata.org/wiki/Q2997267","Colombian people","","A1GKEEI844CEKI","Latin America","A3HSMUPSPOKD0M","Latin America","Yes","Latin America","Wed Oct 29 01:18:21 UTC 2014"
"3IVKZBIBJZ8R5184T7L8R3V185HSHK","http://wikidata.org/wiki/Q1996554","Kashmiri Pandit","","A26L95RMC7I9TB","South Asia","A2WNW8A4MOR7T7","South Asia","Yes","South Asia","Wed Oct 29 03:44:17 UTC 2014"
"3XBXDSS887I1NEDTE26TI35041SXL4","http://wikidata.org/wiki/Q7994663","White Earth Band of Ojibwe","","A343DCRTGQUY30","English-speaking","A3HSMUPSPOKD0M","English-speaking","Yes","English-speaking","Wed Oct 29 04:47:17 UTC 2014"
"3IZPORCT1E8F4M8REIL31TQ5M3YHRL","http://wikidata.org/wiki/Q2590074","Armenians in Turkey","","A26L95RMC7I9TB","Orthodox","A3HSMUPSPOKD0M","Orthodox","Yes","Orthodox","Wed Oct 29 03:24:29 UTC 2014"
"3PIOQ99R7XLZUAMJLABLBOALFECNU5","http://wikidata.org/wiki/Q2995285","White Brazilian","","A1GKEEI844CEKI","Latin America","A2J843CHDXF45T","Latin America","Yes","Latin America","Wed Oct 29 01:53:11 UTC 2014"
"3UQ1LLR2697PR1503SEFYVU23GKALE","http://wikidata.org/wiki/Q974","Democratic Republic of the Congo","","A1GKEEI844CEKI","Africa","A2UFJC7YN3N0YX","Africa","Yes","Africa","Wed Oct 29 02:21:49 UTC 2014"
"37J05LC5AWIHUIKCKHT48HPGKUCDJH","http://wikidata.org/wiki/Q1209676","Mexican people","","A3HB9PPUZU565U","Latin America","AQ36OBO2GRA00","Latin America","Yes","Latin America","Wed Oct 29 04:01:37 UTC 2014"
"39WSF6KUV1K0NZP9WPWTMVONJ0NOE4","http://wikidata.org/wiki/Q7709099","Thai Australian","","A2WNW8A4MOR7T7","English-speaking","A3HSMUPSPOKD0M","English-speaking","Yes","English-speaking","Wed Oct 29 01:37:02 UTC 2014"
"3EQPA8A373VKXJP8CZI1Z98J8CLJZL","http://wikidata.org/wiki/Q878607","Syrian people","","A26L95RMC7I9TB","Islamic","A3HSMUPSPOKD0M","Islamic","Yes","Islamic","Wed Oct 29 03:51:34 UTC 2014"
"3EN4YVUOUBRVSOPTBHUG2OS80CNJXO","http://wikidata.org/wiki/Q83328","Turkic peoples","","A26L95RMC7I9TB","Islamic","A3HSMUPSPOKD0M","Islamic","Yes","Islamic","Wed Oct 29 04:07:57 UTC 2014"
"3O4VWC1GEV5JCQIFRSNSV834THNJ3P","http://wikidata.org/wiki/Q539051","Greeks","","A26L95RMC7I9TB","Orthodox","A3HSMUPSPOKD0M","Orthodox","Yes","Orthodox","Wed Oct 29 03:26:38 UTC 2014"
"3LB1BGHFL1VE6WB8S7UMN8MQ0K9YTF","http://wikidata.org/wiki/Q501837","Mizrahi Jews","","A3HB9PPUZU565U","Islamic","A3HSMUPSPOKD0M","Islamic","Yes","Islamic","Wed Oct 29 01:31:04 UTC 2014"
"3BCRDCM0OCTDKTBFSFL23QF1IXOK6U","http://wikidata.org/wiki/Q1208167","Ryukyuan people","","A343DCRTGQUY30","Confucian","A3HSMUPSPOKD0M","Confucian","Yes","Confucian","Wed Oct 29 06:07:48 UTC 2014"
"3XABXM4AJ04MZASYYZ2XJQN1NY6Q8E","http://wikidata.org/wiki/Q4115170","British Indian","","A3HSMUPSPOKD0M","English-speaking","ABM77ZQWCHPNX","English-speaking","Yes","English-speaking","Wed Oct 29 03:34:49 UTC 2014"
"3THR0FZ95OSET5Z1DBJXZQE7SXOLOO","http://wikidata.org/wiki/Q637909","Mon people","","A3HB9PPUZU565U","South Asia","A3HSMUPSPOKD0M","South Asia","Yes","South Asia","Wed Oct 29 01:58:11 UTC 2014"
"32CXT5U14F2ER3ZFF8M2TRKQQJD8U2","http://wikidata.org/wiki/Q7204","Middle East","","A2WNW8A4MOR7T7","Islamic","A3HSMUPSPOKD0M","Islamic","Yes","Islamic","Wed Oct 29 03:26:43 UTC 2014"
"38F60IALAFGH91FNKZJDVGS6O7TT08","http://wikidata.org/wiki/Q4857281","Banu 'Amir","","A2QH1BQA6GR48O","Islamic","A3HSMUPSPOKD0M","Islamic","Yes","Islamic","Wed Oct 29 10:04:35 UTC 2014"
"3X7837UUACXI995XAULQ2BFO38PJ6V","http://wikidata.org/wiki/Q7586018","Sri Lankan American","","A26L95RMC7I9TB","English-speaking","A3HSMUPSPOKD0M","English-speaking","Yes","English-speaking","Wed Oct 29 04:58:12 UTC 2014"
"3UY4PIS8QQKJLDVLJM110M5O4HDN14","http://wikidata.org/wiki/Q8798","Ukrainian","","A26L95RMC7I9TB","Orthodox","A2WNW8A4MOR7T7","Orthodox","Yes","Orthodox","Wed Oct 29 03:54:04 UTC 2014"
"3BKZLF990YY1EGJGB30RI3B3GDAQYT","http://wikidata.org/wiki/Q4763645","Anglo-Métis","","A2WNW8A4MOR7T7","English-speaking","A3HSMUPSPOKD0M","English-speaking","Yes","English-speaking","Wed Oct 29 04:53:28 UTC 2014"
"3OCZWXS7ZN6SLVTJ8WNYQKEGB2JL5J","http://wikidata.org/wiki/Q262457","Métis people","","A2QH1BQA6GR48O","English-speaking","A3HSMUPSPOKD0M","English-speaking","Yes","English-speaking","Wed Oct 29 09:50:05 UTC 2014"
"3L7SUC0TTTTDW6P3B2I192XEUZY0MF","http://wikidata.org/wiki/Q43103","European American","","A2WNW8A4MOR7T7","English-speaking","A3HSMUPSPOKD0M","English-speaking","Yes","English-speaking","Wed Oct 29 03:53:13 UTC 2014"
"3IV1AEQ4DQC5DNOL39IOMPBF93F8J6","http://wikidata.org/wiki/Q193092","Tutsi","","A1GKEEI844CEKI","Africa","A2WNW8A4MOR7T7","Africa","Yes","Africa","Wed Oct 29 13:21:46 UTC 2014"
"3MG8450X2N9ZXVYW1PODFDFGFTCPU2","http://wikidata.org/wiki/Q1283606","Native Hawaiians","","A2UFJC7YN3N0YX","English-speaking","A2WNW8A4MOR7T7","English-speaking","Yes","English-speaking","Wed Oct 29 02:22:36 UTC 2014"
"3IHWR4LC7CC9IC4FLRXOAOWFWOQI84","http://wikidata.org/wiki/Q1041917","Spanish American","","AWISGDFIKTX85","Catholic European","AVX3SWFMBEPMZ","Latin America","No","no_agreement","Wed Oct 29 03:53:11 UTC 2014"
"3JVP4ZJHDORR0NZCQNK9H9QXDQDI0G","http://wikidata.org/wiki/Q183573","Hui people","","AVX3SWFMBEPMZ","Confucian","A1GKEEI844CEKI","Islamic","No","no_agreement","Wed Oct 29 00:55:44 UTC 2014"
"3YGYP1364087EIU2HGGG6DN18F8NR1","http://wikidata.org/wiki/Q253410","Chuvash people","","A2WNW8A4MOR7T7","Islamic","A26L95RMC7I9TB","Orthodox","No","no_agreement","Wed Oct 29 04:27:56 UTC 2014"
"3EGKVCRQFVREAAHRSL31NEG4UD8YBO","http://wikidata.org/wiki/Q4450068","Thai American","","AVX3SWFMBEPMZ","English-speaking","A2T7HLGR4UMO39","South Asia","No","no_agreement","Wed Oct 29 00:43:15 UTC 2014"
"3PMR2DOWON0WNNMY24OH43C5PGO54A","http://wikidata.org/wiki/Q807005","Banu Ghatafan","","A1GKEEI844CEKI","Confucian","AVX3SWFMBEPMZ","Islamic","No","no_agreement","Wed Oct 29 01:04:29 UTC 2014"
"3HA5ODM5K9RWN23OYW2C64MAGKSSVA","http://wikidata.org/wiki/Q191356","Icelanders","","AQN3RS63MEPQA","English-speaking","A1GKEEI844CEKI","Protestant European","No","no_agreement","Wed Oct 29 01:07:39 UTC 2014"
"3ZXNP4Z39QK78Z72WP2VO4SC28EL7Y","http://wikidata.org/wiki/Q2844818","Amerasian","","A2QLSHXNCHBRN4","English-speaking","A2WNW8A4MOR7T7","South Asia","No","no_agreement","Wed Oct 29 05:54:49 UTC 2014"
"3J6BHNX0U8RLREH7RW7J511NDNDKN4","http://wikidata.org/wiki/Q191","Estonia","","A1NJ1IJLKAS0Y4","Catholic European","A2YDKZI930GXVP","Orthodox","No","no_agreement","Wed Oct 29 01:11:09 UTC 2014"
"3FHTJGYT8MZGSDX1HKZWBYEP6LXPG2","http://wikidata.org/wiki/Q817393","Black people","","AXMPSUNKUBEIL","Africa","A2WNW8A4MOR7T7","English-speaking","No","no_agreement","Wed Oct 29 05:48:31 UTC 2014"
"3JMQI2OLFY4DD8BXZFLW1O6XTEHDNL","http://wikidata.org/wiki/Q14122225","British","","A3HSMUPSPOKD0M","English-speaking","A2YDKZI930GXVP","Protestant European","No","no_agreement","Wed Oct 29 01:41:27 UTC 2014"
"3KG2UQJ0MIN72HF241RG1NDWCT6NQ0","http://wikidata.org/wiki/Q23666","Great Britain","","AKFH16PLQSYHY","English-speaking","A1NJ1IJLKAS0Y4","Protestant European","No","no_agreement","Wed Oct 29 01:04:12 UTC 2014"
"386659BNTKGG0H3EIGZ3PA9BWO3017","http://wikidata.org/wiki/Q115026","Swedish American","","A3HSMUPSPOKD0M","English-speaking","A2YDKZI930GXVP","Protestant European","No","no_agreement","Wed Oct 29 01:28:05 UTC 2014"
"3RIHDBQ1NDXO76VZ9APMFUWVGGZHMX","http://wikidata.org/wiki/Q1196649","Kashmiri people","","A1NJ1IJLKAS0Y4","English-speaking","A2BO8M77CS3SGZ","South Asia","No","no_agreement","Wed Oct 29 03:43:25 UTC 2014"
"306W7JMRYXXZV4Q9FH57O1S21Y6B8O","http://wikidata.org/wiki/Q181634","Scottish people","","A1NJ1IJLKAS0Y4","Catholic European","A1GKEEI844CEKI","Protestant European","No","no_agreement","Wed Oct 29 00:40:43 UTC 2014"
"3QREJ3J432WV3EEMFJR4S9XY8SELK4","http://wikidata.org/wiki/Q4920978","Black Hispanic and Latino Americans","","A1NJ1IJLKAS0Y4","English-speaking","A2WNW8A4MOR7T7","Latin America","No","no_agreement","Wed Oct 29 05:09:42 UTC 2014"
"3K3IX1W4S5QFIMKYVK7MFC3M8QLAPC","http://wikidata.org/wiki/Q106974","Ossetians","","A2WNW8A4MOR7T7","Islamic","A2YDKZI930GXVP","Orthodox","No","no_agreement","Wed Oct 29 01:30:05 UTC 2014"
"3I6NF2WGIFVCZ3FIX5QIDS98FLXG58","http://wikidata.org/wiki/Q3827586","Banu Hanifa","","A2WNW8A4MOR7T7","Islamic","A1GKEEI844CEKI","Latin America","No","no_agreement","Wed Oct 29 01:35:48 UTC 2014"
"35F6NGNVM7IVRCF75Y4MAV2TWL07TN","http://wikidata.org/wiki/Q9268","Judaism","","A1GKEEI844CEKI","Catholic European","A2WNW8A4MOR7T7","English-speaking","No","no_agreement","Wed Oct 29 06:11:53 UTC 2014"
"3AJA9FLWSBXIXRE2T53UKGD1JS3FII","http://wikidata.org/wiki/Q836076","Lipka Tatars","","A2WNW8A4MOR7T7","Catholic European","A1GKEEI844CEKI","Confucian","No","no_agreement","Wed Oct 29 06:34:51 UTC 2014"
"36KM3FWE3QBUB3IG7WGCQK0OZA3074","http://wikidata.org/wiki/Q25","Wales","","A1GKEEI844CEKI","English-speaking","A343DCRTGQUY30","Latin America","No","no_agreement","Wed Oct 29 08:15:30 UTC 2014"
"34F34TZU7VYUR8MWNS9NCYYCN3NJ2E","http://wikidata.org/wiki/Q49540","Latvian people","","A1GKEEI844CEKI","Catholic European","A2WNW8A4MOR7T7","Orthodox","No","no_agreement","Wed Oct 29 05:38:13 UTC 2014"
"38G0E1M85L4C2FVSN1XCL54Y1HDUVS","http://wikidata.org/wiki/Q80040","Kazakhs","","A3HSMUPSPOKD0M","Orthodox","A1GKEEI844CEKI","South Asia","No","no_agreement","Wed Oct 29 01:06:23 UTC 2014"
"3K8CQCU3KD0CMEBOGAQMTCVI0UNNW4","http://wikidata.org/wiki/Q3072663","Finnish American","","A2WNW8A4MOR7T7","Catholic European","A3HSMUPSPOKD0M","English-speaking","No","no_agreement","Wed Oct 29 01:17:28 UTC 2014"
"338GLSUI42A7R5HYYHX8OIJOSQ4SFM","http://wikidata.org/wiki/Q969667","Ubykh people","","A1NJ1IJLKAS0Y4","Islamic","A1GKEEI844CEKI","Orthodox","No","no_agreement","Wed Oct 29 12:43:50 UTC 2014"
"388FBO7JZQSGBJ6OVB8AE9GYB2NNY3","http://wikidata.org/wiki/Q1752440","Israeli Jews","","A2WNW8A4MOR7T7","Catholic European","A1GKEEI844CEKI","Islamic","No","no_agreement","Wed Oct 29 00:44:48 UTC 2014"
"30EMX9PEVJII7R9CZSO54VBT0MLSKO","http://wikidata.org/wiki/Q222175","Cornish people","","A2WNW8A4MOR7T7","English-speaking","A2QH1BQA6GR48O","Protestant European","No","no_agreement","Wed Oct 29 09:42:03 UTC 2014"
"37SOB9Z0SRWP7G6FUDZ5BNGWX6S3LB","http://wikidata.org/wiki/Q6071674","Irish migration to Great Britain","","A3HB9PPUZU565U","Catholic European","A1GKEEI844CEKI","English-speaking","No","no_agreement","Wed Oct 29 01:24:56 UTC 2014"
"3V7ICJJAZ9FYC3373EFU7PCXZCAB4H","http://wikidata.org/wiki/Q165192","Swedes","","A1GKEEI844CEKI","Catholic European","A3HSMUPSPOKD0M","Protestant European","No","no_agreement","Wed Oct 29 01:39:35 UTC 2014"
"3JMQI2OLFY4DD8BXZFLW1O6XTEGNDU","http://wikidata.org/wiki/Q2749107","Islam in Sri Lanka","","A1NJ1IJLKAS0Y4","Islamic","A2WNW8A4MOR7T7","South Asia","No","no_agreement","Wed Oct 29 05:39:40 UTC 2014"
"3OID399FXF61PGYG1R2JTJXORNVDFE","http://wikidata.org/wiki/Q1071516","Chhetri","","A1NJ1IJLKAS0Y4","Islamic","A1GKEEI844CEKI","South Asia","No","no_agreement","Wed Oct 29 01:05:03 UTC 2014"
"3PKJ68EHDMVY6YPE6DCUZ24ECM4HJT","http://wikidata.org/wiki/Q1092654","Yellowknives","","A3HSMUPSPOKD0M","English-speaking","A1GKEEI844CEKI","South Asia","No","no_agreement","Wed Oct 29 01:16:53 UTC 2014"
"3N7PQ0KLI4OB1AWNDRC1YSQCO9R3EO","http://wikidata.org/wiki/Q37014","Yupik peoples","","A1GKEEI844CEKI","English-speaking","A16G716K9428HM","Islamic","No","no_agreement","Wed Oct 29 14:33:27 UTC 2014"
"3EPG8DX9LJPICG8H0OG571N0GCK5P1","http://wikidata.org/wiki/Q321090","German Brazilian","","A1GKEEI844CEKI","Latin America","A2WNW8A4MOR7T7","Protestant European","No","no_agreement","Wed Oct 29 04:22:24 UTC 2014"
"3O71U79SRAODXF9FK41LJ83XPRGSMT","http://wikidata.org/wiki/Q2414972","Banu Makhzum","","A1GKEEI844CEKI","Africa","A2WNW8A4MOR7T7","Islamic","No","no_agreement","Wed Oct 29 03:16:19 UTC 2014"
"31D0ZWOD09YCU5GEEZSW0B2E0I90AV","http://wikidata.org/wiki/Q1413685","Filipino American","","A2QH1BQA6GR48O","English-speaking","A1GKEEI844CEKI","South Asia","No","no_agreement","Wed Oct 29 10:07:52 UTC 2014"
"3KVQ0UJWPWK8WP5ICAU0ZVVW99NW5N","http://wikidata.org/wiki/Q445618","Banat Swabians","","A1GKEEI844CEKI","Africa","A2T7HLGR4UMO39","Protestant European","No","no_agreement","Wed Oct 29 13:34:39 UTC 2014"
"3RWB1RTQDIM1ZYRJYMN8JLXRI2L8P6","http://wikidata.org/wiki/Q4829787","Awan","","A1GKEEI844CEKI","Islamic","A1NJ1IJLKAS0Y4","South Asia","No","no_agreement","Wed Oct 29 00:47:47 UTC 2014"
"385MDVINFBEG3OK31CYU05E1RAHJWV","http://wikidata.org/wiki/Q8060","Romani people","","A2WNW8A4MOR7T7","English-speaking","A1GKEEI844CEKI","Protestant European","No","no_agreement","Wed Oct 29 04:36:58 UTC 2014"
"3UDTAB6HH5YYPM69MTEW4GRUU0R09G","http://wikidata.org/wiki/Q1355420","Nambudiri","","A1NJ1IJLKAS0Y4","Orthodox","A3HSMUPSPOKD0M","South Asia","No","no_agreement","Wed Oct 29 01:42:28 UTC 2014"
"3PGQRAZX01JDRWYT37PWD3Q4Y1USYJ","http://wikidata.org/wiki/Q415354","Caucasian","","A2WNW8A4MOR7T7","English-speaking","A1GKEEI844CEKI","South Asia","No","no_agreement","Wed Oct 29 01:30:09 UTC 2014"
"33EEIIWHK66KAMOB6SD7B479YW7VQO","http://wikidata.org/wiki/Q5031141","Canarian people","","A26L95RMC7I9TB","Catholic European","A1GKEEI844CEKI","Protestant European","No","no_agreement","Wed Oct 29 05:20:34 UTC 2014"
"3RSBJ6YZEBPSTDP5R0GZ4D9NV12FOD","http://wikidata.org/wiki/Q236807","Yugoslavs","","A1NJ1IJLKAS0Y4","Catholic European","A26L95RMC7I9TB","Orthodox","No","no_agreement","Wed Oct 29 01:51:03 UTC 2014"
"3KTCJ4SCVF0D3VAL7LM1N7GOZR51MK","http://wikidata.org/wiki/Q6122670","Māori","","A1GKEEI844CEKI","English-speaking","A3HSMUPSPOKD0M","South Asia","No","no_agreement","Wed Oct 29 01:26:40 UTC 2014"
"34ZTTGSNJWNFSLTR13W3W3G0QHXQHU","http://wikidata.org/wiki/Q1219693","Jaga","","A2WNW8A4MOR7T7","Africa","A1GKEEI844CEKI","English-speaking","No","no_agreement","Wed Oct 29 01:11:06 UTC 2014"
"3ACRLU860MDG4500SKR7GBOOC14BEN","http://wikidata.org/wiki/Q4256383","Indonesian American","","A3HSMUPSPOKD0M","English-speaking","A2WNW8A4MOR7T7","South Asia","No","no_agreement","Wed Oct 29 01:25:46 UTC 2014"
"38DCH97KHG1BJROHP3ZO8GWF391QJZ","http://wikidata.org/wiki/Q1262400","Mende people","","A3HSMUPSPOKD0M","Africa","A1GKEEI844CEKI","South Asia","No","no_agreement","Wed Oct 29 01:24:07 UTC 2014"
"3WUVMVA7OA29WQM4IT5O6A50IPSAZX","http://wikidata.org/wiki/Q1378555","Mixed race","","A2WNW8A4MOR7T7","English-speaking","A1GKEEI844CEKI","Latin America","No","no_agreement","Wed Oct 29 03:28:43 UTC 2014"
"3RWO3EJELG8JOY7YZ1ET4BAJ4WG1PG","http://wikidata.org/wiki/Q668","India","","A343DCRTGQUY30","South Asia","A3HSMUPSPOKD0M","South Asia","Yes","South Asia","Wed Oct 29 06:07:16 UTC 2014"
"31KPKEKW49CHDFL6KDSSVMMKI0U0BQ","http://wikidata.org/wiki/Q1516823","History of the Jews in Poland","","A1GKEEI844CEKI","Catholic European","A3HSMUPSPOKD0M","Catholic European","Yes","Catholic European","Wed Oct 29 13:06:37 UTC 2014"
"3Y3CZJSZ9JS3OTOWDGKUCWNFHU8R5F","http://wikidata.org/wiki/Q7136687","Pareh","","A1GKEEI844CEKI","South Asia","A3HSMUPSPOKD0M","South Asia","Yes","South Asia","Wed Oct 29 13:31:29 UTC 2014"
"3NSM4HLQNQTS5ESUKTJX5H81H4TQQQ","http://wikidata.org/wiki/Q1645980","Jat people","","A26L95RMC7I9TB","South Asia","A3HB9PPUZU565U","South Asia","Yes","South Asia","Wed Oct 29 05:25:08 UTC 2014"
"3LOJFQ4BOWEC52QU22TG9WPTZJBKDM","http://wikidata.org/wiki/Q1318423","Australians","","A3HB9PPUZU565U","English-speaking","A3HSMUPSPOKD0M","English-speaking","Yes","English-speaking","Wed Oct 29 01:37:41 UTC 2014"
"3ICOHX7ENBAFKIXQU4UIWUS5LX7E04","http://wikidata.org/wiki/Q4386404","Louisiana Creole people","","A2WNW8A4MOR7T7","English-speaking","A3HB9PPUZU565U","English-speaking","Yes","English-speaking","Wed Oct 29 03:34:14 UTC 2014"
"38G0E1M85L4C2FVSN1XCL54Y1HDVUT","http://wikidata.org/wiki/Q65","Los Angeles","","A2UFJC7YN3N0YX","English-speaking","A2WNW8A4MOR7T7","English-speaking","Yes","English-speaking","Wed Oct 29 02:21:22 UTC 2014"
"30U1YOGZG9VATL327B2I0IG3GDOSDB","http://wikidata.org/wiki/Q7856433","Turtle Mountain Band of Chippewa Indians","","A26L95RMC7I9TB","English-speaking","A3HSMUPSPOKD0M","English-speaking","Yes","English-speaking","Wed Oct 29 05:19:35 UTC 2014"
"3Y3CZJSZ9JS3OTOWDGKUCWNFHU85RT","http://wikidata.org/wiki/Q190209","Kalmyk people","","A2WNW8A4MOR7T7","Orthodox","A3HSMUPSPOKD0M","Orthodox","Yes","Orthodox","Wed Oct 29 05:58:38 UTC 2014"
"386T3MLZLMUYBHNZH18I4KWJAU908R","http://wikidata.org/wiki/Q2615416","Portuguese Brazilian","","A26L95RMC7I9TB","Latin America","A3HSMUPSPOKD0M","Latin America","Yes","Latin America","Wed Oct 29 03:41:09 UTC 2014"
"3I7KR83SN9C02CDDQMOEN0638YW9KU","http://wikidata.org/wiki/Q841351","Afrikaner people","","A26L95RMC7I9TB","Protestant European","A3HSMUPSPOKD0M","Protestant European","Yes","Protestant European","Wed Oct 29 03:41:30 UTC 2014"
"3Y40HMYLL0H4640NNGYU9Q1JHSLUXV","http://wikidata.org/wiki/Q902325","Tsonga people","","A26L95RMC7I9TB","Africa","A2WNW8A4MOR7T7","Africa","Yes","Africa","Wed Oct 29 03:46:28 UTC 2014"
"3ZQA3IO31AQ13YVXK11EFB5TURJO1L","http://wikidata.org/wiki/Q3352263","Bengali Brahmins","","A2J843CHDXF45T","South Asia","A3HSMUPSPOKD0M","South Asia","Yes","South Asia","Wed Oct 29 01:40:16 UTC 2014"
"3KLL7H3EGC07XTP8N2QD2QF879BVHS","http://wikidata.org/wiki/Q340520","Acehnese people","","A2WNW8A4MOR7T7","South Asia","A3HSMUPSPOKD0M","South Asia","Yes","South Asia","Wed Oct 29 05:28:10 UTC 2014"
"3HXK2V1N4JEK06WVFMOKFL6WVB6G27","http://wikidata.org/wiki/Q3476361","Scottish American","","A26L95RMC7I9TB","English-speaking","A3HSMUPSPOKD0M","English-speaking","Yes","English-speaking","Wed Oct 29 05:05:30 UTC 2014"
"3Z8UJEJOCYCU6E565GWF6EP1XCB39E","http://wikidata.org/wiki/Q322951","Cheyenne people","","A1GKEEI844CEKI","English-speaking","A3HSMUPSPOKD0M","English-speaking","Yes","English-speaking","Wed Oct 29 13:43:10 UTC 2014"
"33P2GD6NRMRTHIVWOYC60H4RRB4KHV","http://wikidata.org/wiki/Q2883553","Banu Khuza'a","","A2WNW8A4MOR7T7","Islamic","A3HSMUPSPOKD0M","Islamic","Yes","Islamic","Wed Oct 29 05:28:27 UTC 2014"
"3SU800BH85RKX7ZB1232FI5QKPZQUV","http://wikidata.org/wiki/Q173292","Capri","","A26L95RMC7I9TB","Catholic European","A3HSMUPSPOKD0M","Catholic European","Yes","Catholic European","Wed Oct 29 08:23:53 UTC 2014"
"33EEIIWHK66KAMOB6SD7B479YW8QVK","http://wikidata.org/wiki/Q32897","Banu Thaqif","","A2BO8M77CS3SGZ","Islamic","A2WNW8A4MOR7T7","Islamic","Yes","Islamic","Wed Oct 29 03:33:58 UTC 2014"
"3QGHA0EA0IZAL5MRDKLD2HVOJ59WBO","http://wikidata.org/wiki/Q700469","Germans of Romania","","A26L95RMC7I9TB","Protestant European","A3HSMUPSPOKD0M","Protestant European","Yes","Protestant European","Wed Oct 29 02:27:05 UTC 2014"
"3UYRNV2KISY1WDF6I7AGFWSWINJN8O","http://wikidata.org/wiki/Q127041","Mangalore","","A26L95RMC7I9TB","South Asia","A3HSMUPSPOKD0M","South Asia","Yes","South Asia","Wed Oct 29 05:09:56 UTC 2014"
"3HEADTGN2ORKMN3BJ727GUHEUI9VRP","http://wikidata.org/wiki/Q5639720","Haitian American","","A2WNW8A4MOR7T7","English-speaking","A3HSMUPSPOKD0M","English-speaking","Yes","English-speaking","Wed Oct 29 03:58:08 UTC 2014"
"3OEWW2KGQIAVVTB90UL9GD62JOMODB","http://wikidata.org/wiki/Q740417","Shan people","","A26L95RMC7I9TB","South Asia","A3HSMUPSPOKD0M","South Asia","Yes","South Asia","Wed Oct 29 04:04:28 UTC 2014"
"30U1YOGZG9VATL327B2I0IG3GDPDSX","http://wikidata.org/wiki/Q174306","Republic of Genoa","","A2WNW8A4MOR7T7","Catholic European","A3HSMUPSPOKD0M","Catholic European","Yes","Catholic European","Wed Oct 29 04:40:39 UTC 2014"
"3MJ28H2Y1D70RGWGLO3QI1IA67O5OK","http://wikidata.org/wiki/Q170217","Czechs","","A2WNW8A4MOR7T7","Catholic European","A343DCRTGQUY30","Catholic European","Yes","Catholic European","Wed Oct 29 08:32:52 UTC 2014"
"3538U0YQ1ET37OWJ82W7GABC0A5F3H","http://wikidata.org/wiki/Q948","Tunisia","","A2W2ZEI7WUASOW","Islamic","A3HSMUPSPOKD0M","Islamic","Yes","Islamic","Wed Oct 29 03:46:57 UTC 2014"
"304QEQWKZOJ1W9AFOIXE16MJPZD0OU","http://wikidata.org/wiki/Q49542","Russians","","A26L95RMC7I9TB","Orthodox","A3HSMUPSPOKD0M","Orthodox","Yes","Orthodox","Wed Oct 29 06:05:46 UTC 2014"
"32XN26MTXYITQO7IBQHM9PIPUU8L0Y","http://wikidata.org/wiki/Q219563","University of Washington","","A2WNW8A4MOR7T7","English-speaking","A3HSMUPSPOKD0M","English-speaking","Yes","English-speaking","Wed Oct 29 06:01:44 UTC 2014"
"32K26U12DMNQLDK6167NB50AFHIVDJ","http://wikidata.org/wiki/Q3154490","Irish Canadian","","A26L95RMC7I9TB","English-speaking","A2WNW8A4MOR7T7","English-speaking","Yes","English-speaking","Wed Oct 29 04:16:42 UTC 2014"
"34D9ZRXCYQTCVE0QN1BGAH8XVASASS","http://wikidata.org/wiki/Q1211934","Hispanic","","A2J843CHDXF45T","Latin America","A2WNW8A4MOR7T7","Latin America","Yes","Latin America","Wed Oct 29 05:36:36 UTC 2014"
